#iter   OP_diff   mu  QuantEnergy.real  .imag  ClassEnergy.real  .imag  Total_n_up    Total_n_dn
312   0.00302637   264.8   9253.34  0  -1049.72   -1.0948e-05   0.56027  0.43973
313   0.00307907   264.8   9253.27  0  -1049.68   -1.0741e-05   0.560543  0.439457
314   0.00313322   264.8   9253.2  0  -1049.64   -1.05297e-05   0.560814  0.439186
315   0.00318873   264.8   9253.13  0  -1049.6   -1.03141e-05   0.561085  0.438915
316   0.00324547   264.8   9253.05  0  -1049.56   -1.00943e-05   0.561354  0.438646
317   0.00330333   264.8   9252.96  0  -1049.52   -9.87041e-06   0.561622  0.438378
318   0.00336213   264.8   9252.88  0  -1049.47   -9.6425e-06   0.561887  0.438113
319   0.00342171   264.8   9252.78  0  -1049.42   -9.41073e-06   0.56215  0.43785
320   0.00348185   264.8   9252.69  0  -1049.36   -9.17531e-06   0.562411  0.437589
321   0.00354232   264.8   9252.58  0  -1049.31   -8.93644e-06   0.562668  0.437332
322   0.00360286   264.8   9252.47  0  -1049.25   -8.69441e-06   0.562922  0.437078
323   0.00366318   264.8   9252.36  0  -1049.18   -8.44954e-06   0.563172  0.436828
324   0.00372296   264.8   9252.23  0  -1049.11   -8.20217e-06   0.563418  0.436582
325   0.00378186   264.8   9252.1  0  -1049.03   -7.95274e-06   0.563659  0.436341
326   0.00383949   264.8   9251.96  0  -1048.95   -7.70169e-06   0.563896  0.436104
327   0.00389546   264.8   9251.82  0  -1048.86   -7.44956e-06   0.564128  0.435872
328   0.00394932   264.8   9251.66  0  -1048.77   -7.19691e-06   0.564355  0.435645
329   0.0040006   264.8   9251.5  0  -1048.67   -6.94436e-06   0.564576  0.435424
330   0.00404882   264.8   9251.32  0  -1048.56   -6.69256e-06   0.564792  0.435208
331   0.00409344   264.8   9251.14  0  -1048.44   -6.4422e-06   0.565002  0.434998
332   0.00413394   264.8   9250.94  0  -1048.32   -6.19401e-06   0.565206  0.434794
333   0.00416977   264.8   9250.73  0  -1048.19   -5.94872e-06   0.565404  0.434596
334   0.00420039   264.8   9250.52  0  -1048.04   -5.70707e-06   0.565597  0.434403
335   0.00422527   264.8   9250.29  0  -1047.89   -5.46977e-06   0.565783  0.434217
336   0.0042439   264.8   9250.05  0  -1047.74   -5.23751e-06   0.565965  0.434035
337   0.00425582   264.8   9249.8  0  -1047.57   -5.01094e-06   0.56614  0.43386
338   0.00426061   264.8   9249.55  0  -1047.39   -4.79065e-06   0.566311  0.433689
339   0.00425795   264.8   9249.28  0  -1047.21   -4.57715e-06   0.566476  0.433524
340   0.00424756   264.8   9249.01  0  -1047.02   -4.37088e-06   0.566636  0.433364
341   0.00422928   264.8   9248.72  0  -1046.82   -4.1722e-06   0.566792  0.433208
342   0.00420303   264.8   9248.44  0  -1046.61   -3.98137e-06   0.566943  0.433057
343   0.00416885   264.8   9248.14  0  -1046.4   -3.79858e-06   0.56709  0.43291
344   0.00412687   264.8   9247.85  0  -1046.19   -3.62393e-06   0.567234  0.432766
345   0.00407732   264.8   9247.55  0  -1045.97   -3.45744e-06   0.567373  0.432627
346   0.0040205   264.8   9247.25  0  -1045.75   -3.29907e-06   0.56751  0.43249
347   0.00395681   264.8   9246.95  0  -1045.53   -3.14872e-06   0.567643  0.432357
348   0.00388672   264.8   9246.65  0  -1045.31   -3.00624e-06   0.567774  0.432226
349   0.00381074   264.8   9246.35  0  -1045.09   -2.87141e-06   0.567902  0.432098
350   0.00372943   264.8   9246.06  0  -1044.87   -2.74402e-06   0.568028  0.431972
351   0.00364338   264.8   9245.77  0  -1044.65   -2.62382e-06   0.568152  0.431848
352   0.00355318   264.8   9245.48  0  -1044.43   -2.51051e-06   0.568274  0.431726
353   0.00345944   264.8   9245.2  0  -1044.22   -2.40383e-06   0.568394  0.431606
354   0.00336276   264.8   9244.93  0  -1044.01   -2.30347e-06   0.568513  0.431487
355   0.00326373   264.8   9244.66  0  -1043.8   -2.20913e-06   0.568631  0.431369
356   0.00316292   264.8   9244.4  0  -1043.6   -2.12053e-06   0.568747  0.431253
357   0.00306085   264.8   9244.14  0  -1043.4   -2.03735e-06   0.568862  0.431138
358   0.00295805   264.8   9243.9  0  -1043.21   -1.95931e-06   0.568976  0.431024
359   0.00285497   264.8   9243.66  0  -1043.02   -1.88613e-06   0.569089  0.430911
360   0.00275205   264.8   9243.43  0  -1042.84   -1.81753e-06   0.569201  0.430799
361   0.00264968   264.8   9243.21  0  -1042.66   -1.75324e-06   0.569313  0.430687
362   0.00254823   264.8   9242.99  0  -1042.49   -1.69301e-06   0.569424  0.430576
363   0.002448   264.8   9242.78  0  -1042.32   -1.63659e-06   0.569534  0.430466
364   0.00234927   264.8   9242.59  0  -1042.16   -1.58375e-06   0.569644  0.430356
365   0.00225228   264.8   9242.39  0  -1042.01   -1.53425e-06   0.569753  0.430247
366   0.00215725   264.8   9242.21  0  -1041.86   -1.4879e-06   0.569861  0.430139
367   0.00206434   264.8   9242.03  0  -1041.72   -1.44449e-06   0.56997  0.43003
368   0.00197369   264.8   9241.87  0  -1041.58   -1.40384e-06   0.570078  0.429922
369   0.00188544   264.8   9241.7  0  -1041.45   -1.36575e-06   0.570185  0.429815
370   0.00179966   264.8   9241.55  0  -1041.33   -1.33008e-06   0.570292  0.429708
371   0.00171642   264.8   9241.4  0  -1041.2   -1.29665e-06   0.570399  0.429601
372   0.00163578   264.8   9241.26  0  -1041.09   -1.26532e-06   0.570506  0.429494
373   0.00155776   264.8   9241.13  0  -1040.98   -1.23596e-06   0.570612  0.429388
374   0.00148238   264.8   9241  0  -1040.87   -1.20843e-06   0.570718  0.429282
375   0.00140962   264.8   9240.87  0  -1040.77   -1.18261e-06   0.570824  0.429176
376   0.00133949   264.8   9240.76  0  -1040.67   -1.15838e-06   0.57093  0.42907
377   0.00127195   264.8   9240.64  0  -1040.58   -1.13565e-06   0.571035  0.428965
378   0.00120697   264.8   9240.54  0  -1040.49   -1.11431e-06   0.571141  0.428859
379   0.00114451   264.8   9240.43  0  -1040.4   -1.09427e-06   0.571246  0.428754
380   0.00108452   264.8   9240.34  0  -1040.32   -1.07544e-06   0.571351  0.428649
381   0.00102693   264.8   9240.25  0  -1040.25   -1.05774e-06   0.571456  0.428544
382   0.000971705   264.8   9240.16  0  -1040.17   -1.0411e-06   0.57156  0.42844
383   0.000918767   264.8   9240.07  0  -1040.1   -1.02545e-06   0.571665  0.428335
384   0.000868055   264.8   9239.99  0  -1040.03   -1.01072e-06   0.57177  0.42823
385   0.000819501   264.8   9239.92  0  -1039.97   -9.96849e-07   0.571874  0.428126
386   0.000773037   264.8   9239.84  0  -1039.91   -9.83782e-07   0.571979  0.428021
387   0.000728593   264.8   9239.77  0  -1039.85   -9.71466e-07   0.572083  0.427917
388   0.000686099   264.8   9239.71  0  -1039.79   -9.59852e-07   0.572187  0.427813
389   0.000645485   264.8   9239.65  0  -1039.74   -9.48893e-07   0.572292  0.427708
390   0.000606683   264.8   9239.59  0  -1039.69   -9.38548e-07   0.572396  0.427604
391   0.000569623   264.8   9239.53  0  -1039.64   -9.28775e-07   0.5725  0.4275
392   0.000534239   264.8   9239.47  0  -1039.6   -9.19539e-07   0.572604  0.427396
393   0.000500464   264.8   9239.42  0  -1039.55   -9.10803e-07   0.572708  0.427292
394   0.000468232   264.8   9239.37  0  -1039.51   -9.02536e-07   0.572812  0.427188
395   0.000437482   264.8   9239.33  0  -1039.47   -8.94708e-07   0.572917  0.427083
396   0.000408151   264.8   9239.28  0  -1039.43   -8.87291e-07   0.573021  0.426979
397   0.000380178   264.8   9239.24  0  -1039.4   -8.80257e-07   0.573125  0.426875
398   0.000353508   264.8   9239.2  0  -1039.36   -8.73584e-07   0.573229  0.426771
399   0.000328081   264.8   9239.16  0  -1039.33   -8.67248e-07   0.573333  0.426667
400   0.000303846   264.8   9239.12  0  -1039.3   -8.61227e-07   0.573437  0.426563
401   0.000280748   264.8   9239.09  0  -1039.27   -8.55502e-07   0.573541  0.426459
402   0.000258737   264.8   9239.06  0  -1039.24   -8.50054e-07   0.573645  0.426355
403   0.000237765   264.8   9239.03  0  -1039.21   -8.44866e-07   0.573749  0.426251
404   0.000217784   264.8   9239  0  -1039.19   -8.39922e-07   0.573854  0.426146
405   0.00019875   264.8   9238.97  0  -1039.17   -8.35206e-07   0.573958  0.426042
406   0.000180619   264.8   9238.94  0  -1039.14   -8.30704e-07   0.574062  0.425938
407   0.00016335   264.8   9238.91  0  -1039.12   -8.26403e-07   0.574166  0.425834
408   0.000146902   264.8   9238.89  0  -1039.1   -8.22291e-07   0.574271  0.425729
409   0.000131239   264.8   9238.87  0  -1039.08   -8.18357e-07   0.574375  0.425625
410   0.000116322   264.8   9238.84  0  -1039.06   -8.14588e-07   0.57448  0.42552
411   0.000102117   264.8   9238.82  0  -1039.04   -8.10976e-07   0.574584  0.425416
412   8.85912e-05   264.8   9238.8  0  -1039.03   -8.0751e-07   0.574689  0.425311
413   7.57119e-05   264.8   9238.78  0  -1039.01   -8.04182e-07   0.574793  0.425207
414   6.34489e-05   264.8   9238.76  0  -1039   -8.00983e-07   0.574898  0.425102
415   5.17728e-05   264.8   9238.75  0  -1038.98   -7.97906e-07   0.575002  0.424998
416   4.06559e-05   264.8   9238.73  0  -1038.97   -7.94943e-07   0.575107  0.424893
417   3.00715e-05   264.8   9238.71  0  -1038.96   -7.92088e-07   0.575212  0.424788
418   1.99942e-05   264.8   9238.7  0  -1038.94   -7.89334e-07   0.575317  0.424683
419   1.03998e-05   264.8   9238.69  0  -1038.93   -7.86675e-07   0.575422  0.424578
420   1.26519e-06   264.8   9238.67  0  -1038.92   -7.84105e-07   0.575527  0.424473
421   7.43162e-06   264.8   9238.66  0  -1038.91   -7.81619e-07   0.575632  0.424368
422   1.57116e-05   264.8   9238.65  0  -1038.9   -7.79213e-07   0.575737  0.424263
423   2.35949e-05   264.8   9238.63  0  -1038.89   -7.76881e-07   0.575842  0.424158
424   3.11005e-05   264.8   9238.62  0  -1038.88   -7.74619e-07   0.575948  0.424052
425   3.82465e-05   264.8   9238.61  0  -1038.87   -7.72424e-07   0.576053  0.423947
426   4.50503e-05   264.8   9238.6  0  -1038.87   -7.7029e-07   0.576159  0.423841
427   5.15285e-05   264.8   9238.59  0  -1038.86   -7.68215e-07   0.576264  0.423736
428   5.76966e-05   264.8   9238.58  0  -1038.85   -7.66195e-07   0.57637  0.42363
429   6.35696e-05   264.8   9238.58  0  -1038.84   -7.64227e-07   0.576475  0.423525
430   6.91619e-05   264.8   9238.57  0  -1038.84   -7.62309e-07   0.576581  0.423419
431   7.44869e-05   264.8   9238.56  0  -1038.83   -7.60436e-07   0.576687  0.423313
432   7.95575e-05   264.8   9238.55  0  -1038.83   -7.58607e-07   0.576793  0.423207
433   8.43862e-05   264.8   9238.55  0  -1038.82   -7.56819e-07   0.576899  0.423101
434   8.89844e-05   264.8   9238.54  0  -1038.82   -7.55069e-07   0.577005  0.422995
435   9.33635e-05   264.8   9238.53  0  -1038.81   -7.53356e-07   0.577111  0.422889
436   9.75339e-05   264.8   9238.53  0  -1038.81   -7.51677e-07   0.577218  0.422782
437   0.000101506   264.8   9238.52  0  -1038.8   -7.50031e-07   0.577324  0.422676
438   0.000105289   264.8   9238.52  0  -1038.8   -7.48416e-07   0.57743  0.42257
439   0.000108892   264.8   9238.51  0  -1038.8   -7.46829e-07   0.577537  0.422463
440   0.000112324   264.8   9238.5  0  -1038.79   -7.45269e-07   0.577644  0.422356
441   0.000115593   264.8   9238.5  0  -1038.79   -7.43736e-07   0.57775  0.42225
442   0.000118708   264.8   9238.5  0  -1038.79   -7.42226e-07   0.577857  0.422143
443   0.000121675   264.8   9238.49  0  -1038.78   -7.4074e-07   0.577964  0.422036
444   0.000124501   264.8   9238.49  0  -1038.78   -7.39275e-07   0.578071  0.421929
445   0.000127194   264.8   9238.48  0  -1038.78   -7.3783e-07   0.578178  0.421822
446   0.00012976   264.8   9238.48  0  -1038.78   -7.36405e-07   0.578285  0.421715
447   0.000132205   264.8   9238.48  0  -1038.77   -7.34998e-07   0.578393  0.421607
448   0.000134535   264.8   9238.47  0  -1038.77   -7.33609e-07   0.5785  0.4215
449   0.000136755   264.8   9238.47  0  -1038.77   -7.32235e-07   0.578608  0.421392
450   0.000138871   264.8   9238.47  0  -1038.77   -7.30877e-07   0.578715  0.421285
451   0.000140888   264.8   9238.46  0  -1038.77   -7.29534e-07   0.578823  0.421177
452   0.000142811   264.8   9238.46  0  -1038.77   -7.28204e-07   0.578931  0.421069
453   0.000144643   264.8   9238.46  0  -1038.77   -7.26887e-07   0.579038  0.420962
454   0.00014639   264.8   9238.46  0  -1038.76   -7.25583e-07   0.579146  0.420854
455   0.000148056   264.8   9238.46  0  -1038.76   -7.2429e-07   0.579254  0.420746
456   0.000149644   264.8   9238.45  0  -1038.76   -7.23008e-07   0.579362  0.420638
457   0.000151158   264.8   9238.45  0  -1038.76   -7.21737e-07   0.579471  0.420529
458   0.000152602   264.8   9238.45  0  -1038.76   -7.20475e-07   0.579579  0.420421
459   0.000153979   264.8   9238.45  0  -1038.76   -7.19222e-07   0.579687  0.420313
460   0.000155292   264.8   9238.45  0  -1038.76   -7.17979e-07   0.579796  0.420204
461   0.000156546   264.8   9238.44  0  -1038.76   -7.16744e-07   0.579905  0.420095
462   0.000157741   264.8   9238.44  0  -1038.76   -7.15516e-07   0.580013  0.419987
463   0.000158881   264.8   9238.44  0  -1038.76   -7.14296e-07   0.580122  0.419878
464   0.00015997   264.8   9238.44  0  -1038.76   -7.13083e-07   0.580231  0.419769
465   0.000161008   264.8   9238.44  0  -1038.76   -7.11877e-07   0.58034  0.41966
466   0.000161999   264.8   9238.44  0  -1038.76   -7.10677e-07   0.580449  0.419551
467   0.000162945   264.8   9238.44  0  -1038.76   -7.09484e-07   0.580558  0.419442
468   0.000163849   264.8   9238.44  0  -1038.76   -7.08295e-07   0.580667  0.419333
469   0.000164711   264.8   9238.43  0  -1038.76   -7.07113e-07   0.580777  0.419223
470   0.000165534   264.8   9238.43  0  -1038.76   -7.05935e-07   0.580886  0.419114
471   0.000166321   264.8   9238.43  0  -1038.76   -7.04762e-07   0.580996  0.419004
472   0.000167072   264.8   9238.43  0  -1038.76   -7.03594e-07   0.581105  0.418895
473   0.00016779   264.8   9238.43  0  -1038.76   -7.0243e-07   0.581215  0.418785
474   0.000168475   264.8   9238.43  0  -1038.76   -7.0127e-07   0.581325  0.418675
475   0.00016913   264.8   9238.43  0  -1038.76   -7.00114e-07   0.581435  0.418565
476   0.000169757   264.8   9238.43  0  -1038.76   -6.98962e-07   0.581545  0.418455
477   0.000170355   264.8   9238.43  0  -1038.76   -6.97813e-07   0.581655  0.418345
478   0.000170928   264.8   9238.43  0  -1038.76   -6.96668e-07   0.581765  0.418235
479   0.000171475   264.8   9238.43  0  -1038.76   -6.95526e-07   0.581876  0.418124
480   0.000171999   264.8   9238.43  0  -1038.76   -6.94387e-07   0.581986  0.418014
481   0.0001725   264.8   9238.43  0  -1038.76   -6.9325e-07   0.582097  0.417903
482   0.000172979   264.8   9238.43  0  -1038.76   -6.92117e-07   0.582207  0.417793
483   0.000173438   264.8   9238.43  0  -1038.76   -6.90986e-07   0.582318  0.417682
484   0.000173877   264.8   9238.43  0  -1038.77   -6.89857e-07   0.582429  0.417571
485   0.000174297   264.8   9238.43  0  -1038.77   -6.88731e-07   0.582539  0.417461
486   0.0001747   264.8   9238.43  0  -1038.77   -6.87607e-07   0.58265  0.41735
487   0.000175085   264.8   9238.43  0  -1038.77   -6.86485e-07   0.582762  0.417238
488   0.000175455   264.8   9238.43  0  -1038.77   -6.85365e-07   0.582873  0.417127
489   0.000175809   264.8   9238.43  0  -1038.77   -6.84247e-07   0.582984  0.417016
490   0.000176149   264.8   9238.43  0  -1038.77   -6.83131e-07   0.583095  0.416905
491   0.000176475   264.8   9238.43  0  -1038.77   -6.82016e-07   0.583207  0.416793
492   0.000176787   264.8   9238.43  0  -1038.77   -6.80904e-07   0.583318  0.416682
493   0.000177087   264.8   9238.42  0  -1038.77   -6.79792e-07   0.58343  0.41657
494   0.000177375   264.8   9238.42  0  -1038.77   -6.78683e-07   0.583542  0.416458
495   0.000177651   264.8   9238.42  0  -1038.77   -6.77574e-07   0.583653  0.416347
496   0.000177916   264.8   9238.42  0  -1038.78   -6.76467e-07   0.583765  0.416235
497   0.000178171   264.8   9238.42  0  -1038.78   -6.75361e-07   0.583877  0.416123
498   0.000178416   264.8   9238.42  0  -1038.78   -6.74257e-07   0.583989  0.416011
499   0.000178652   264.8   9238.42  0  -1038.78   -6.73154e-07   0.584101  0.415899
500   0.000178878   264.8   9238.43  0  -1038.78   -6.72052e-07   0.584214  0.415786
501   0.000179096   264.8   9238.43  0  -1038.78   -6.7095e-07   0.584326  0.415674
502   0.000179306   264.8   9238.43  0  -1038.78   -6.6985e-07   0.584438  0.415562
503   0.000179508   264.8   9238.43  0  -1038.78   -6.68751e-07   0.584551  0.415449
504   0.000179703   264.8   9238.43  0  -1038.78   -6.67653e-07   0.584664  0.415336
505   0.000179891   264.8   9238.43  0  -1038.78   -6.66556e-07   0.584776  0.415224
506   0.000180071   264.8   9238.43  0  -1038.78   -6.65459e-07   0.584889  0.415111
507   0.000180246   264.8   9238.43  0  -1038.79   -6.64364e-07   0.585002  0.414998
508   0.000180414   264.8   9238.43  0  -1038.79   -6.63269e-07   0.585115  0.414885
509   0.000180577   264.8   9238.43  0  -1038.79   -6.62175e-07   0.585228  0.414772
510   0.000180734   264.8   9238.43  0  -1038.79   -6.61082e-07   0.585341  0.414659
511   0.000180885   264.8   9238.43  0  -1038.79   -6.59989e-07   0.585454  0.414546
512   0.000181032   264.8   9238.43  0  -1038.79   -6.58897e-07   0.585568  0.414432
513   0.000181174   264.8   9238.43  0  -1038.79   -6.57806e-07   0.585681  0.414319
514   0.000181311   264.8   9238.43  0  -1038.79   -6.56715e-07   0.585794  0.414206
515   0.000181444   264.8   9238.43  0  -1038.79   -6.55625e-07   0.585908  0.414092
516   0.000181572   264.8   9238.43  0  -1038.8   -6.54536e-07   0.586022  0.413978
517   0.000181697   264.8   9238.43  0  -1038.8   -6.53447e-07   0.586135  0.413865
518   0.000181818   264.8   9238.43  0  -1038.8   -6.52359e-07   0.586249  0.413751
519   0.000181936   264.8   9238.43  0  -1038.8   -6.51271e-07   0.586363  0.413637
520   0.000182049   264.8   9238.43  0  -1038.8   -6.50183e-07   0.586477  0.413523
521   0.00018216   264.8   9238.43  0  -1038.8   -6.49097e-07   0.586591  0.413409
522   0.000182268   264.8   9238.43  0  -1038.8   -6.4801e-07   0.586705  0.413295
523   0.000182372   264.8   9238.43  0  -1038.8   -6.46924e-07   0.58682  0.41318
524   0.000182474   264.8   9238.43  0  -1038.8   -6.45839e-07   0.586934  0.413066
525   0.000182573   264.8   9238.43  0  -1038.81   -6.44754e-07   0.587048  0.412952
526   0.00018267   264.8   9238.43  0  -1038.81   -6.43669e-07   0.587163  0.412837
527   0.000182764   264.8   9238.43  0  -1038.81   -6.42585e-07   0.587277  0.412723
528   0.000182855   264.8   9238.43  0  -1038.81   -6.41501e-07   0.587392  0.412608
529   0.000182945   264.8   9238.43  0  -1038.81   -6.40418e-07   0.587507  0.412493
530   0.000183032   264.8   9238.43  0  -1038.81   -6.39335e-07   0.587622  0.412378
531   0.000183118   264.8   9238.43  0  -1038.81   -6.38252e-07   0.587737  0.412263
532   0.000183201   264.8   9238.43  0  -1038.81   -6.3717e-07   0.587852  0.412148
533   0.000183283   264.8   9238.43  0  -1038.81   -6.36088e-07   0.587967  0.412033
534   0.000183362   264.8   9238.43  0  -1038.82   -6.35006e-07   0.588082  0.411918
535   0.000183441   264.8   9238.43  0  -1038.82   -6.33925e-07   0.588197  0.411803
536   0.000183517   264.8   9238.43  0  -1038.82   -6.32844e-07   0.588313  0.411687
537   0.000183592   264.8   9238.43  0  -1038.82   -6.31763e-07   0.588428  0.411572
538   0.000183666   264.8   9238.43  0  -1038.82   -6.30683e-07   0.588543  0.411457
539   0.000183738   264.8   9238.43  0  -1038.82   -6.29603e-07   0.588659  0.411341
540   0.000183809   264.8   9238.43  0  -1038.82   -6.28523e-07   0.588775  0.411225
541   0.000183879   264.8   9238.43  0  -1038.82   -6.27443e-07   0.58889  0.41111
542   0.000183947   264.8   9238.43  0  -1038.83   -6.26364e-07   0.589006  0.410994
543   0.000184015   264.8   9238.43  0  -1038.83   -6.25285e-07   0.589122  0.410878
544   0.000184081   264.8   9238.43  0  -1038.83   -6.24207e-07   0.589238  0.410762
545   0.000184146   264.8   9238.43  0  -1038.83   -6.23129e-07   0.589354  0.410646
546   0.000184211   264.8   9238.44  0  -1038.83   -6.22051e-07   0.58947  0.41053
547   0.000184274   264.8   9238.44  0  -1038.83   -6.20973e-07   0.589586  0.410414
548   0.000184336   264.8   9238.44  0  -1038.83   -6.19895e-07   0.589703  0.410297
549   0.000184398   264.8   9238.44  0  -1038.83   -6.18818e-07   0.589819  0.410181
550   0.000184459   264.8   9238.44  0  -1038.83   -6.17741e-07   0.589936  0.410064
551   0.000184519   264.8   9238.44  0  -1038.84   -6.16665e-07   0.590052  0.409948
552   0.000184579   264.8   9238.44  0  -1038.84   -6.15588e-07   0.590169  0.409831
553   0.000184637   264.8   9238.44  0  -1038.84   -6.14512e-07   0.590285  0.409715
554   0.000184695   264.8   9238.44  0  -1038.84   -6.13436e-07   0.590402  0.409598
555   0.000184753   264.8   9238.44  0  -1038.84   -6.12361e-07   0.590519  0.409481
556   0.00018481   264.8   9238.44  0  -1038.84   -6.11285e-07   0.590636  0.409364
557   0.000184866   264.8   9238.44  0  -1038.84   -6.1021e-07   0.590753  0.409247
558   0.000184922   264.8   9238.44  0  -1038.84   -6.09135e-07   0.59087  0.40913
559   0.000184977   264.8   9238.44  0  -1038.84   -6.08061e-07   0.590987  0.409013
560   0.000185032   264.8   9238.44  0  -1038.85   -6.06986e-07   0.591104  0.408896
561   0.000185086   264.8   9238.44  0  -1038.85   -6.05912e-07   0.591222  0.408778
562   0.00018514   264.8   9238.44  0  -1038.85   -6.04839e-07   0.591339  0.408661
563   0.000185194   264.8   9238.44  0  -1038.85   -6.03765e-07   0.591457  0.408543
564   0.000185247   264.8   9238.44  0  -1038.85   -6.02692e-07   0.591574  0.408426
565   0.0001853   264.8   9238.44  0  -1038.85   -6.01619e-07   0.591692  0.408308
566   0.000185352   264.8   9238.44  0  -1038.85   -6.00546e-07   0.591809  0.408191
567   0.000185405   264.8   9238.44  0  -1038.85   -5.99473e-07   0.591927  0.408073
568   0.000185457   264.8   9238.44  0  -1038.86   -5.98401e-07   0.592045  0.407955
569   0.000185508   264.8   9238.44  0  -1038.86   -5.97329e-07   0.592163  0.407837
570   0.00018556   264.8   9238.44  0  -1038.86   -5.96257e-07   0.592281  0.407719
571   0.000185611   264.8   9238.44  0  -1038.86   -5.95185e-07   0.592399  0.407601
572   0.000185662   264.8   9238.44  0  -1038.86   -5.94114e-07   0.592517  0.407483
573   0.000185713   264.8   9238.44  0  -1038.86   -5.93043e-07   0.592635  0.407365
574   0.000185763   264.8   9238.44  0  -1038.86   -5.91972e-07   0.592754  0.407246
575   0.000185814   264.8   9238.44  0  -1038.86   -5.90901e-07   0.592872  0.407128
576   0.000185864   264.8   9238.44  0  -1038.86   -5.89831e-07   0.59299  0.40701
577   0.000185914   264.8   9238.44  0  -1038.87   -5.88761e-07   0.593109  0.406891
578   0.000185964   264.8   9238.45  0  -1038.87   -5.87691e-07   0.593227  0.406773
579   0.000186014   264.8   9238.45  0  -1038.87   -5.86622e-07   0.593346  0.406654
580   0.000186063   264.8   9238.45  0  -1038.87   -5.85552e-07   0.593465  0.406535
581   0.000186113   264.8   9238.45  0  -1038.87   -5.84483e-07   0.593584  0.406416
582   0.000186163   264.8   9238.45  0  -1038.87   -5.83414e-07   0.593702  0.406298
583   0.000186212   264.8   9238.45  0  -1038.87   -5.82346e-07   0.593821  0.406179
584   0.000186262   264.8   9238.45  0  -1038.87   -5.81278e-07   0.59394  0.40606
585   0.000186311   264.8   9238.45  0  -1038.88   -5.80209e-07   0.59406  0.40594
586   0.00018636   264.8   9238.45  0  -1038.88   -5.79142e-07   0.594179  0.405821
587   0.00018641   264.8   9238.45  0  -1038.88   -5.78074e-07   0.594298  0.405702
588   0.000186459   264.8   9238.45  0  -1038.88   -5.77007e-07   0.594417  0.405583
589   0.000186508   264.8   9238.45  0  -1038.88   -5.7594e-07   0.594537  0.405463
590   0.000186558   264.8   9238.45  0  -1038.88   -5.74873e-07   0.594656  0.405344
591   0.000186607   264.8   9238.45  0  -1038.88   -5.73807e-07   0.594776  0.405224
592   0.000186656   264.8   9238.45  0  -1038.88   -5.72741e-07   0.594895  0.405105
593   0.000186706   264.8   9238.45  0  -1038.88   -5.71675e-07   0.595015  0.404985
594   0.000186755   264.8   9238.45  0  -1038.89   -5.70609e-07   0.595135  0.404865
595   0.000186804   264.8   9238.45  0  -1038.89   -5.69544e-07   0.595255  0.404745
596   0.000186854   264.8   9238.45  0  -1038.89   -5.68479e-07   0.595374  0.404626
597   0.000186904   264.8   9238.45  0  -1038.89   -5.67414e-07   0.595494  0.404506
598   0.000186953   264.8   9238.45  0  -1038.89   -5.66349e-07   0.595614  0.404386
599   0.000187003   264.8   9238.45  0  -1038.89   -5.65285e-07   0.595735  0.404265
600   0.000187053   264.8   9238.45  0  -1038.89   -5.64221e-07   0.595855  0.404145
601   0.000187103   264.8   9238.45  0  -1038.89   -5.63157e-07   0.595975  0.404025
602   0.000187153   264.8   9238.45  0  -1038.89   -5.62094e-07   0.596095  0.403905
603   0.000187203   264.8   9238.45  0  -1038.9   -5.61031e-07   0.596216  0.403784
604   0.000187253   264.8   9238.45  0  -1038.9   -5.59968e-07   0.596336  0.403664
605   0.000187304   264.8   9238.45  0  -1038.9   -5.58905e-07   0.596457  0.403543
606   0.000187354   264.8   9238.45  0  -1038.9   -5.57843e-07   0.596577  0.403423
607   0.000187405   264.8   9238.45  0  -1038.9   -5.56781e-07   0.596698  0.403302
608   0.000187456   264.8   9238.45  0  -1038.9   -5.55719e-07   0.596819  0.403181
609   0.000187507   264.8   9238.45  0  -1038.9   -5.54658e-07   0.59694  0.40306
610   0.000187558   264.8   9238.45  0  -1038.9   -5.53597e-07   0.597061  0.402939
611   0.000187609   264.8   9238.46  0  -1038.9   -5.52536e-07   0.597182  0.402818
612   0.000187661   264.8   9238.46  0  -1038.91   -5.51475e-07   0.597303  0.402697
613   0.000187712   264.8   9238.46  0  -1038.91   -5.50415e-07   0.597424  0.402576
614   0.000187764   264.8   9238.46  0  -1038.91   -5.49355e-07   0.597545  0.402455
615   0.000187816   264.8   9238.46  0  -1038.91   -5.48296e-07   0.597666  0.402334
616   0.000187869   264.8   9238.46  0  -1038.91   -5.47236e-07   0.597788  0.402212
617   0.000187921   264.8   9238.46  0  -1038.91   -5.46178e-07   0.597909  0.402091
618   0.000187974   264.8   9238.46  0  -1038.91   -5.45119e-07   0.598031  0.401969
619   0.000188027   264.8   9238.46  0  -1038.91   -5.44061e-07   0.598152  0.401848
620   0.00018808   264.8   9238.46  0  -1038.92   -5.43003e-07   0.598274  0.401726
621   0.000188133   264.8   9238.46  0  -1038.92   -5.41945e-07   0.598396  0.401604
622   0.000188187   264.8   9238.46  0  -1038.92   -5.40888e-07   0.598517  0.401483
623   0.000188241   264.8   9238.46  0  -1038.92   -5.3983e-07   0.598639  0.401361
624   0.000188295   264.8   9238.46  0  -1038.92   -5.38774e-07   0.598761  0.401239
625   0.000188349   264.8   9238.46  0  -1038.92   -5.37717e-07   0.598883  0.401117
626   0.000188404   264.8   9238.46  0  -1038.92   -5.36661e-07   0.599005  0.400995
