#nx  ny  tilde_F(nx,ny).real()  tilde_F(nx,ny).imag()  ArgofLog.real()  ArgofLog.imag()
#Extra momentum point for pm3d corners2color c1
0  0  7.953945915e-17  2.255644561  -0.632555474  0.7745150562
0  1  -4.020619266e-16  -0.2452448821  0.9700778982  -0.2427938867
0  2  -2.270927179e-16  -0.3678219679  0.9331127436  -0.3595839369
0  3  1.474675144e-16  -0.6879064094  0.7725769721  -0.634921115
0  4  1.474675144e-16  -0.6879064094  0.7725769721  -0.634921115

1  0  -2.051902261e-16  -0.4953823068  0.8797870377  -0.4753680345
1  1  1.37600939e-16  0.2398590581  0.9713714675  0.2375657219
1  2  1.090522582e-16  3.02788582  -0.9935423402  0.1134619679
1  3  1.616576347e-16  0.4020874081  0.9202461129  0.3913401227
1  4  1.616576347e-16  0.4020874081  0.9202461129  0.3913401227

2  0  -2.853870028e-16  -0.04713950788  0.9988891391  -0.04712205144
2  1  9.008693968e-18  2.942033429  -0.9801540512  0.1982373222
2  2  -3.272742131e-16  0.2871531138  0.9590540647  0.2832230587
2  3  -6.138411182e-16  1.027375372  0.5170671597  0.8559448302
2  4  -6.138411182e-16  1.027375372  0.5170671597  0.8559448302

3  0  -1.615762492e-16  -0.8071497303  0.6915600432  -0.7223189784
3  1  -3.472119355e-16  0.409323985  0.9173900791  0.3979892495
3  2  4.734858962e-18  0.8377986386  0.6691004359  0.74317199
3  3  -2.292938501e-16  -2.247610539  -0.6263126558  -0.7795719705
3  4  -2.292938501e-16  -2.247610539  -0.6263126558  -0.7795719705

4  0  -1.615762492e-16  -0.8071497303  -0.6263126558  -0.7795719705
4  1  9.008693968e-18  2.942033429  -0.6263126558  -0.7795719705
4  2  1.090522582e-16  3.02788582  -0.6263126558  -0.7795719705
4  3  1.474675144e-16  -0.6879064094  -0.6263126558  -0.7795719705
4  4  1.474675144e-16  -0.6879064094  -0.6263126558  -0.7795719705

#Chern no*2pi*Iota= -2.149867881e-15  6.530906043
