#nx  ny  tilde_F(nx,ny).real()  tilde_F(nx,ny).imag()  ArgofLog.real()  ArgofLog.imag()
#Extra momentum point for pm3d corners2color c1
0  0  9.339830186e-18  -0.1828849091  0.9833231153  -0.1818671241
0  1  1.365087387e-16  0.04279185122  0.9990845684  0.04277879275
0  2  -4.673994383e-17  0.5616323957  0.8463868765  0.5325685452
0  3  -1.716241172e-17  0.02541346009  0.9996770954  0.02541072466
0  4  1.564725171e-16  -0.06785230409  0.9976989155  -0.06780025147
0  5  -4.946588136e-16  0.006994784871  0.9999755366  0.006994727833
0  6  -3.120835425e-16  0.159407608  0.987321489  0.1587333532
0  7  3.275668719e-16  0.1167518216  0.9931922444  0.1164867619
0  8  4.684446798e-17  0.008609382254  0.9999629395  0.008609275898
0  9  -4.929446961e-16  -0.000174271092  0.9999999848  -0.0001742710911
0  10  1.29995052e-16  -0.002987540881  0.9999955373  -0.002987536437
0  11  6.090872936e-17  -0.005000478955  0.9999874976  -0.005000458115
0  12  1.19123871e-16  -0.006987952319  0.9999755844  -0.006987895448
0  13  -2.308046504e-16  -0.00956454072  0.9999542601  -0.009564394893
0  14  9.965774162e-17  -0.01346353906  0.9999093679  -0.01346313231
0  15  4.027951701e-16  -0.0192800616  0.9998141454  -0.01927886716
0  16  5.289918932e-17  -0.02658857873  0.9996465446  -0.02658544603
0  17  1.323756916e-16  -0.03285671053  0.9994602668  -0.03285079903
0  18  -1.980354306e-17  -0.03438964416  0.9994087345  -0.03438286609
0  19  -1.065098978e-16  -0.03010132657  0.9995469893  -0.03009678102
0  20  -2.512814396e-16  -0.0228720925  0.9997384451  -0.02287009836
0  21  -3.426974544e-17  -0.01614389434  0.9998696902  -0.0161431931
0  22  5.088938062e-16  -0.01131636517  0.9999359706  -0.01131612364
0  23  2.824715576e-16  -0.008162859657  0.999966684  -0.008162769005
0  24  2.500662411e-16  -0.005958143271  0.9999822503  -0.005958108019
0  25  2.732728501e-16  -0.004025569621  0.9999918974  -0.004025558749
0  26  -5.609818179e-17  -0.001759245247  0.9999984525  -0.001759244339
0  27  -1.182360707e-17  0.002449906335  0.999996999  0.002449903884
0  28  5.544909536e-17  0.03288524961  0.9994593289  0.03287932269
0  29  1.736392255e-16  0.2036564517  0.9793336031  0.2022515609
0  30  1.109508286e-16  0.05685232077  0.9983843421  0.0568216995
0  31  -2.15492801e-16  -0.03133494571  0.9995091008  -0.03132981811
0  32  -1.375017783e-16  -0.04292753667  0.9990787548  -0.0429143536
0  33  1.151451271e-16  0.2744332705  0.9625789367  0.2710014586
0  34  -1.247362079e-17  0.3849065181  0.9268335366  0.3754724962
0  35  2.715687514e-17  -0.1182843952  0.9930125535  -0.1180087647
0  36  2.715687514e-17  -0.1182843952  0.9930125535  -0.1180087647

1  0  1.942163322e-16  0.04279185122  0.9990845684  0.04277879275
1  1  -2.688294527e-17  0.1392675837  0.9903179343  0.1388178269
1  2  -5.804920522e-17  0.6933617254  0.7691017978  0.6391262978
1  3  -4.552607041e-17  0.1124831323  0.9936804399  0.1122460843
1  4  -5.132868672e-16  0.09245985189  0.9957286321  0.09232817102
1  5  -1.427522756e-16  0.02028250854  0.999794317  0.02028111793
1  6  5.289281858e-17  0.07096105535  0.9974833206  0.07090151661
1  7  4.770785141e-17  0.1665274302  0.9861663208  0.1657588239
1  8  8.343994639e-17  0.02389165768  0.9997146079  0.02388938481
1  9  -1.141647418e-16  0.002279192725  0.9999974026  0.002279190751
1  10  -3.033633148e-16  -0.002055087554  0.9999978883  -0.002055086108
1  11  -1.777815406e-16  -0.004675381143  0.9999890704  -0.00467536411
1  12  1.062283195e-17  -0.007063438722  0.999975054  -0.007063379987
1  13  -1.195897106e-16  -0.009997403382  0.9999500264  -0.009997236846
1  14  -7.795110741e-17  -0.01435820295  0.9998969228  -0.01435770961
1  15  -1.524125623e-17  -0.02090382306  0.999781523  -0.02090230071
1  16  1.431854998e-16  -0.02943484797  0.9995668261  -0.02943059771
1  17  -1.296243211e-16  -0.03780221116  0.9992855815  -0.03779320853
1  18  -1.57658887e-16  -0.04234020536  0.9991037874  -0.042327556
1  19  2.288645663e-16  -0.04059050387  0.9991763186  -0.04057935871
1  20  5.71511163e-17  -0.03362544727  0.9994347179  -0.03361911108
1  21  3.333994051e-16  -0.02489587194  0.9996901138  -0.02489330025
1  22  -7.378560358e-17  -0.01732881711  0.9998498598  -0.01732794985
1  23  9.676353436e-17  -0.011958558  0.9999284973  -0.01195827298
1  24  4.446287842e-17  -0.008410461694  0.9999646323  -0.008410362541
1  25  -2.113034668e-16  -0.005835245196  0.999982975  -0.005835212081
1  26  -3.7476346e-16  -0.003421778664  0.9999941457  -0.003421771987
1  27  3.58013696e-17  -0.0002862362672  0.999999959  -0.0002862362633
1  28  2.175391782e-16  0.00788789026  0.9999688908  0.007887808464
1  29  3.625399598e-17  0.08544695288  0.9963516297  0.08534301354
1  30  -2.320651888e-16  0.1474885854  0.9891432605  0.1469544497
1  31  -4.017024229e-16  0.02526271288  0.9996809146  0.02526002583
1  32  -1.774787126e-16  0.06098876192  0.9981407619  0.06095095969
1  33  -7.520590846e-17  0.1022549661  0.9947765148  0.1020768616
1  34  -4.166292749e-17  0.4371639801  0.9059559959  0.4233718618
1  35  1.336250919e-16  0.3849065181  0.9268335366  0.3754724962
1  36  1.336250919e-16  0.3849065181  0.9268335366  0.3754724962

2  0  8.407325936e-19  0.5616323957  0.8463868765  0.5325685452
2  1  8.862071805e-18  0.6933617254  0.7691017978  0.6391262978
2  2  -1.58746941e-16  0.4927193389  0.8810498066  0.4730235072
2  3  -3.878449663e-16  0.08148175232  0.9966821983  0.08139161894
2  4  -3.616578153e-16  1.157998165  0.4011740163  0.9160018606
2  5  -3.80402248e-17  0.8515289386  0.6588337133  0.7522886003
2  6  -1.122792739e-17  0.0539846242  0.998543184  0.05395840643
2  7  6.610844721e-17  0.1410199888  0.9900731487  0.1405530511
2  8  -1.605242527e-16  0.04646770543  0.9989205704  0.04645098468
2  9  6.891522396e-17  0.007162029556  0.9999743528  0.007161968327
2  10  -3.100564636e-16  -0.0002260471229  0.9999999745  -0.000226047121
2  11  -8.268124736e-17  -0.004410080411  0.9999902756  -0.004410066116
2  12  -1.015342006e-16  -0.008176457051  0.999966573  -0.008176365945
2  13  -2.664506775e-16  -0.01262563084  0.9999202978  -0.01262529541
2  14  3.665462877e-16  -0.01849961124  0.9998288871  -0.01849855605
2  15  -1.373747055e-17  -0.02553164589  0.9996740852  -0.02552887211
2  16  -3.11586664e-16  -0.03231314263  0.9994779758  -0.03230751969
2  17  -4.345256704e-16  -0.03735894985  0.9993022356  -0.03735026019
2  18  -2.125062779e-16  -0.04001502378  0.9991995058  -0.04000434595
2  19  2.289235084e-16  -0.04028358086  0.9991887263  -0.0402726866
2  20  -1.947819762e-16  -0.03827643251  0.9992675468  -0.03826708682
2  21  2.0840066e-16  -0.03409186113  0.9994189288  -0.03408525761
2  22  7.927604406e-17  -0.02814374319  0.999603991  -0.02814002803
2  23  1.150598059e-16  -0.02142392029  0.9997705166  -0.02142228146
2  24  2.059185464e-16  -0.01519733351  0.9998845227  -0.01519674852
2  25  -2.922455067e-16  -0.01021333324  0.9999478444  -0.01021315568
2  26  -3.694528278e-16  -0.006243382004  0.9999805102  -0.006243341443
2  27  2.334139466e-16  -0.002419683737  0.9999970726  -0.002419681376
2  28  1.455148566e-16  0.002692318349  0.9999963757  0.002692315096
2  29  -9.663275785e-17  0.01834993146  0.9998316447  0.01834890168
2  30  2.102158419e-16  0.1051954225  0.9944720621  0.1050015131
2  31  -3.237685223e-16  0.09567729871  0.9954264178  0.09553139153
2  32  -4.718192334e-16  0.10000257  0.9950039087  0.09983597376
2  33  -7.027540508e-17  1.887702967  -0.311628734  0.9502039424
