#iter   OP_diff   mu  QuantEnergy.real  .imag  ClassEnergy.real  .imag  Total_n_up    Total_n_dn   Energy_diff
96   5.5504837831e-03   2.6219209124e+02   9.2555862532e+03  0.0000000000e+00  -1.0460491517e+03   -3.8356662041e-06   5.4701119377e-01  4.5298880623e-01   2.2719876268e+00
97   5.0247762823e-03   2.6219209124e+02   9.2595500952e+03  0.0000000000e+00  -1.0478245188e+03   -6.0911724459e-06   5.4262671403e-01  4.5737328597e-01   2.1884749539e+00
98   5.2635568212e-03   2.6219209124e+02   9.2555604903e+03  0.0000000000e+00  -1.0461233973e+03   -3.8432495690e-06   5.4610323433e-01  4.5389676567e-01   2.2884833775e+00
99   4.8672036770e-03   2.6219209124e+02   9.2595493303e+03  0.0000000000e+00  -1.0479089425e+03   -6.1258695879e-06   5.4186997797e-01  4.5813002203e-01   2.2032947341e+00
100   4.8419004094e-03   2.6219209124e+02   9.2555342533e+03  0.0000000000e+00  -1.0461884579e+03   -3.8479694648e-06   5.4525281171e-01  4.5474718829e-01   2.2945923607e+00
101   4.5651991505e-03   2.6219209124e+02   9.2595368279e+03  0.0000000000e+00  -1.0479849142e+03   -6.1347081112e-06   5.4109746414e-01  4.5890253586e-01   2.2061182631e+00
102   4.3327678001e-03   2.6219209124e+02   9.2555098036e+03  0.0000000000e+00  -1.0462444405e+03   -3.8484734346e-06   5.4446359067e-01  4.5553640933e-01   2.2865505566e+00
103   4.1411962570e-03   2.6219209124e+02   9.2595103374e+03  0.0000000000e+00  -1.0480504569e+03   -6.1201576818e-06   5.4030744544e-01  4.5969255456e-01   2.1945173275e+00
104   3.7917316889e-03   2.6219209124e+02   9.2554894834e+03  0.0000000000e+00  -1.0462925808e+03   -3.8429606590e-06   5.4373004169e-01  4.5626995831e-01   2.2629778823e+00
105   3.6349509777e-03   2.6219209124e+02   9.2594710065e+03  0.0000000000e+00  -1.0481054382e+03   -6.0855369719e-06   5.3950038933e-01  4.6049961067e-01   2.1686657547e+00
106   3.2640601854e-03   2.6219209124e+02   9.2554747230e+03  0.0000000000e+00  -1.0463346298e+03   -3.8294795687e-06   5.4303937821e-01  4.5696062179e-01   2.2254751925e+00
107   3.0913361107e-03   2.6219209124e+02   9.2594226573e+03  0.0000000000e+00  -1.0481513594e+03   -6.0342945607e-06   5.3867965836e-01  4.6132034164e-01   2.1312048210e+00
108   2.7755940213e-03   2.6219209124e+02   9.2554655930e+03  0.0000000000e+00  -1.0463721965e+03   -3.8063052940e-06   5.4237644234e-01  4.5762355766e-01   2.1779015036e+00
109   2.5486119326e-03   2.6219209124e+02   9.2593700870e+03  0.0000000000e+00  -1.0481905370e+03   -5.9695103150e-06   5.3785083199e-01  4.6214916801e-01   2.0861535245e+00
110   2.3349144229e-03   2.6219209124e+02   9.2554611310e+03  0.0000000000e+00  -1.0464064600e+03   -3.7722407271e-06   5.4172815674e-01  4.5827184326e-01   2.1248789688e+00
111   2.0325916951e-03   2.6219209124e+02   9.2593175579e+03  0.0000000000e+00  -1.0482252820e+03   -5.8936886641e-06   5.3702037998e-01  4.6297962002e-01   2.0376047887e+00
112   1.9404277503e-03   2.6219209124e+02   9.2554600051e+03  0.0000000000e+00  -1.0464382167e+03   -3.7267371547e-06   5.4108563148e-01  4.5891436852e-01   2.0704874501e+00
113   1.5567648938e-03   2.6219209124e+02   9.2592680828e+03  0.0000000000e+00  -1.0482574417e+03   -5.8087590794e-06   5.3619451033e-01  4.6380548967e-01   1.9888527530e+00
114   1.5865701888e-03   2.6219209124e+02   9.2554610240e+03  0.0000000000e+00  -1.0464680289e+03   -3.6698460938e-06   5.4044418298e-01  4.5955581702e-01   2.0176460295e+00
115   1.1255071439e-03   2.6219209124e+02   9.2592233912e+03  0.0000000000e+00  -1.0482882913e+03   -5.7161728458e-06   5.3537852773e-01  4.6462147227e-01   1.9421048232e+00
116   1.2673037593e-03   2.6219209124e+02   9.2554633411e+03  0.0000000000e+00  -1.0464963300e+03   -3.6020783443e-06   5.3980234321e-01  4.6019765679e-01   1.9680887878e+00
117   7.3774532569e-04   2.6219209124e+02   9.2591842135e+03  0.0000000000e+00  -1.0483186128e+03   -5.6170220171e-06   5.3457663659e-01  4.6542336341e-01   1.8985895731e+00
118   9.7748613490e-04   2.6219209124e+02   9.2554664427e+03  0.0000000000e+00  -1.0465234690e+03   -3.5242423512e-06   5.3916070004e-01  4.6083929996e-01   1.9226270171e+00
119   3.8980826456e-04   2.6219209124e+02   9.2591506160e+03  0.0000000000e+00  -1.0483488246e+03   -5.5121454390e-06   5.3379200154e-01  4.6620799846e-01   1.8588176793e+00
120   7.1314089869e-04   2.6219209124e+02   9.2554700516e+03  0.0000000000e+00  -1.0465497215e+03   -3.4373033287e-06   5.3852095213e-01  4.6147904787e-01   1.8814613023e+00
121   7.7231316705e-05   2.6219209124e+02   9.2591222708e+03  0.0000000000e+00  -1.0483790982e+03   -5.4022106799e-06   5.3302691404e-01  4.6697308596e-01   1.8228425057e+00
122   4.7131891944e-04   2.6219209124e+02   9.2554740278e+03  0.0000000000e+00  -1.0465752921e+03   -3.3422779666e-06   5.3788526110e-01  4.6211473890e-01   1.8444368391e+00
123   2.0426905582e-04   2.6219209124e+02   9.2590986422e+03  0.0000000000e+00  -1.0484094456e+03   -5.2877725524e-06   5.3228297909e-01  4.6771702091e-01   1.7904609230e+00
124   2.4987438419e-04   2.6219209124e+02   9.2554782948e+03  0.0000000000e+00  -1.0466003180e+03   -3.2401642976e-06   5.3725585697e-01  4.6274414303e-01   1.8112197885e+00
125   4.5835608422e-04   2.6219209124e+02   9.2590791041e+03  0.0000000000e+00  -1.0484397790e+03   -5.1693131597e-06   5.3156128336e-01  4.6843871664e-01   1.7613482285e+00
126   4.7267036212e-05   2.6219209124e+02   9.2554827946e+03  0.0000000000e+00  -1.0466248766e+03   -3.1319003362e-06   5.3663482287e-01  4.6336517713e-01   1.7814071129e+00
127   6.8793659716e-04   2.6219209124e+02   9.2590630095e+03  0.0000000000e+00  -1.0484699508e+03   -5.0472691495e-06   5.3086253190e-01  4.6913746810e-01   1.7351407118e+00
128   1.3758838062e-04   2.6219209124e+02   9.2554874641e+03  0.0000000000e+00  -1.0466489950e+03   -3.0183438957e-06   5.3602399394e-01  4.6397600606e-01   1.7545896368e+00
129   8.9517951265e-04   2.6219209124e+02   9.2590497305e+03  0.0000000000e+00  -1.0484997792e+03   -4.9220508656e-06   5.3018715223e-01  4.6981284777e-01   1.7114821680e+00
130   3.0543363395e-04   2.6219209124e+02   9.2554922261e+03  0.0000000000e+00  -1.0466726601e+03   -2.9002671973e-06   5.3542492316e-01  4.6457507684e-01   1.7303851789e+00
131   1.0816050527e-03   2.6219209124e+02   9.2590386802e+03  0.0000000000e+00  -1.0485290666e+03   -4.7940565355e-06   5.2953536946e-01  4.7046463054e-01   1.6900475328e+00
132   4.5675261163e-04   2.6219209124e+02   9.2554969876e+03  0.0000000000e+00  -1.0466958277e+03   -2.7783610732e-06   5.3483888333e-01  4.6516111667e-01   1.7084536578e+00
133   1.2482015155e-03   2.6219209124e+02   9.2590293239e+03  0.0000000000e+00  -1.0485576112e+03   -4.6636834737e-06   5.2890725756e-01  4.7109274244e-01   1.6705527976e+00
134   5.9184174548e-04   2.6219209124e+02   9.2555016422e+03  0.0000000000e+00  -1.0467184313e+03   -2.6532448180e-06   5.3426688640e-01  4.6573311360e-01   1.6885018637e+00
135   1.3955490615e-03   2.6219209124e+02   9.2590211843e+03  0.0000000000e+00  -1.0485852163e+03   -4.5313371503e-06   5.2830277225e-01  4.7169722775e-01   1.6527571093e+00
136   7.1087226054e-04   2.6219209124e+02   9.2555060747e+03  0.0000000000e+00  -1.0467403893e+03   -2.5254790100e-06   5.3370970966e-01  4.6629029034e-01   1.6702826178e+00
137   1.5239412239e-03   2.6219209124e+02   9.2590138435e+03  0.0000000000e+00  -1.0486116975e+03   -4.3974383075e-06   5.2772177032e-01  4.7227822968e-01   1.6364606822e+00
138   8.1394800960e-04   2.6219209124e+02   9.2555101659e+03  0.0000000000e+00  -1.0467616110e+03   -2.3955790376e-06   5.3316792302e-01  4.6683207698e-01   1.6535911240e+00
139   1.6334996992e-03   2.6219209124e+02   9.2590069433e+03  0.0000000000e+00  -1.0486368877e+03   -4.2624279726e-06   5.2716401978e-01  4.7283598022e-01   1.6215006827e+00
140   9.0116015387e-04   2.6219209124e+02   9.2555137974e+03  0.0000000000e+00  -1.0467820020e+03   -2.2640278920e-06   5.3264191487e-01  4.6735808513e-01   1.6382601291e+00
141   1.7242795438e-03   2.6219209124e+02   9.2590001844e+03  0.0000000000e+00  -1.0486606426e+03   -4.1267700157e-06   5.2662920445e-01  4.7337079555e-01   1.6077463430e+00
142   9.7263814848e-04   2.6219209124e+02   9.2555168560e+03  0.0000000000e+00  -1.0468014690e+03   -2.1312869269e-06   5.3213191563e-01  4.6786808437e-01   1.6241547960e+00
