#iter   OP_diff   mu  QuantEnergy.real  .imag  ClassEnergy.real  .imag  Total_n_up    Total_n_dn   Energy_diff
35   1.0057556805e-03   5.5081164206e+01   1.2843556576e+03  0.0000000000e+00  -5.0254211071e+02   -5.2158331928e-09   1.1434444760e+00  1.8565555240e+00   6.3305365694e-02
36   9.0576748254e-04   5.5081164206e+01   1.2842706913e+03  0.0000000000e+00  -5.0250982072e+02   -4.5796022134e-09   1.1394359367e+00  1.8605640633e+00   5.2676311223e-02
37   8.2345492826e-04   5.5081164206e+01   1.2841959656e+03  0.0000000000e+00  -5.0247901591e+02   -4.0426327825e-09   1.1361413684e+00  1.8638586316e+00   4.3920891746e-02
38   7.5490325132e-04   5.5081164206e+01   1.2841298547e+03  0.0000000000e+00  -5.0244968143e+02   -3.5868759619e-09   1.1334212251e+00  1.8665787749e+00   3.6776427638e-02
39   6.9720292149e-04   5.5081164206e+01   1.2840706467e+03  0.0000000000e+00  -5.0242145807e+02   -3.1972646685e-09   1.1311616902e+00  1.8688383098e+00   3.0984600380e-02
40   6.4817234138e-04   5.5081164206e+01   1.2840167702e+03  0.0000000000e+00  -5.0239389156e+02   -2.8613521003e-09   1.1292707370e+00  1.8707292630e+00   2.6310022203e-02
41   6.0615814775e-04   5.5081164206e+01   1.2839668802e+03  0.0000000000e+00  -5.0236654965e+02   -2.5689139292e-09   1.1276742746e+00  1.8723257254e+00   2.2548084123e-02
42   5.6989233252e-04   5.5081164206e+01   1.2839198767e+03  0.0000000000e+00  -5.0233907227e+02   -2.3115805741e-09   1.1263127269e+00  1.8736872731e+00   1.9526159484e-02
43   5.0728160604e-04   5.5081164206e+01   1.2838690047e+03  0.0000000000e+00  -5.0230958835e+02   -2.1023058442e-09   1.1250601821e+00  1.8749398179e+00   2.1388070607e-02
44   3.9992307669e-04   5.5081164206e+01   1.2834881591e+03  0.0000000000e+00  -5.0195319807e+02   -1.8257717892e-09   1.1237941631e+00  1.8762058369e+00   2.4455280358e-02
45   3.1139008846e-04   5.5081164206e+01   1.2833567599e+03  0.0000000000e+00  -5.0184171828e+02   -1.6185514349e-09   1.1226535898e+00  1.8773464102e+00   1.9919423417e-02
46   2.4314898091e-04   5.5081164206e+01   1.2833532584e+03  0.0000000000e+00  -5.0185494554e+02   -1.4681126077e-09   1.1216234526e+00  1.8783765474e+00   1.6728768335e-02
47   1.9038665074e-04   5.5081164206e+01   1.2833797873e+03  0.0000000000e+00  -5.0189612140e+02   -1.3476092215e-09   1.1206782222e+00  1.8793217778e+00   1.4646980697e-02
48   1.4959431580e-04   5.5081164206e+01   1.2833967597e+03  0.0000000000e+00  -5.0192623764e+02   -1.2410611283e-09   1.1197994478e+00  1.8802005522e+00   1.3143788559e-02
49   1.1839170175e-04   5.5081164206e+01   1.2833957697e+03  0.0000000000e+00  -5.0193717834e+02   -1.1408356909e-09   1.1189766605e+00  1.8810233395e+00   1.1930761552e-02
50   9.4889894930e-05   5.5081164206e+01   1.2833801154e+03  0.0000000000e+00  -5.0193239103e+02   -1.0437230169e-09   1.1182054774e+00  1.8817945226e+00   1.0866929755e-02
51   7.7442477234e-05   5.5081164206e+01   1.2833556330e+03  0.0000000000e+00  -5.0191779324e+02   -9.4876843981e-10   1.1174853595e+00  1.8825146405e+00   9.8846791118e-03
52   6.4617533325e-05   5.5081164206e+01   1.2833273411e+03  0.0000000000e+00  -5.0189845532e+02   -8.5620020981e-10   1.1168176049e+00  1.8831823951e+00   8.9539306441e-03
53   5.5222619433e-05   5.5081164206e+01   1.2832986683e+03  0.0000000000e+00  -5.0187784726e+02   -7.6682882357e-10   1.1162038117e+00  1.8837961883e+00   8.0647678324e-03
54   4.8313779809e-05   5.5081164206e+01   1.2832716191e+03  0.0000000000e+00  -5.0185801599e+02   -6.8165518753e-10   1.1156448912e+00  1.8843551088e+00   7.2179248800e-03
55   4.3177240119e-05   5.5081164206e+01   1.2832471732e+03  0.0000000000e+00  -5.0183998903e+02   -6.0160726732e-10   1.1151405907e+00  1.8848594093e+00   6.4189437843e-03
56   3.9293236935e-05   5.5081164206e+01   1.2832256574e+03  0.0000000000e+00  -5.0182414767e+02   -5.2738460757e-10   1.1146894047e+00  1.8853105953e+00   5.6744631910e-03
57   3.6294088021e-05   5.5081164206e+01   1.2832070223e+03  0.0000000000e+00  -5.0181050264e+02   -4.5939257874e-10   1.1142887297e+00  1.8857112703e+00   4.9900157804e-03
58   3.3924943090e-05   5.5081164206e+01   1.2831910263e+03  0.0000000000e+00  -5.0179887557e+02   -3.9774469039e-10   1.1139351369e+00  1.8860648631e+00   4.3689584496e-03
59   3.2011279642e-05   5.5081164206e+01   1.2831773475e+03  0.0000000000e+00  -5.0178900905e+02   -3.4230408008e-10   1.1136246733e+00  1.8863753267e+00   3.8122045337e-03
60   3.0434064012e-05   5.5081164206e+01   1.2831656485e+03  0.0000000000e+00  -5.0178062848e+02   -2.9274477001e-10   1.1133531346e+00  1.8866468654e+00   3.3184542104e-03
61   2.9111800467e-05   5.5081164206e+01   1.2831556091e+03  0.0000000000e+00  -5.0177347376e+02   -2.4861369053e-10   1.1131162878e+00  1.8868837122e+00   2.8846718378e-03
62   2.7988054127e-05   5.5081164206e+01   1.2831469421e+03  0.0000000000e+00  -5.0176731332e+02   -2.0938624140e-10   1.1129100339e+00  1.8870899661e+00   2.5066311208e-03
63   2.7023000418e-05   5.5081164206e+01   1.2831393979e+03  0.0000000000e+00  -5.0176194854e+02   -1.7451146687e-10   1.1127305173e+00  1.8872694827e+00   2.1794194711e-03
64   2.5466598142e-05   5.5081164206e+01   1.2831325041e+03  0.0000000000e+00  -5.0175697338e+02   -1.4491923899e-10   1.1125733434e+00  1.8874266566e+00   1.9186290317e-03
65   2.2574255830e-05   5.5081164206e+01   1.2831177193e+03  0.0000000000e+00  -5.0174391607e+02   -1.1886034562e-10   1.1124336982e+00  1.8875663018e+00   1.7274434379e-03
66   1.9583417348e-05   5.5081164206e+01   1.2831056591e+03  0.0000000000e+00  -5.0173340408e+02   -9.5128183668e-11   1.1123094157e+00  1.8876905843e+00   1.5482727989e-03
67   1.7024800205e-05   5.5081164206e+01   1.2830982944e+03  0.0000000000e+00  -5.0172742523e+02   -7.3566599117e-11   1.1121985497e+00  1.8878014503e+00   1.3857858968e-03
68   1.4991340737e-05   5.5081164206e+01   1.2830940699e+03  0.0000000000e+00  -5.0172444443e+02   -5.4134785707e-11   1.1120992312e+00  1.8879007688e+00   1.2436777226e-03
69   1.3430808564e-05   5.5081164206e+01   1.2830912236e+03  0.0000000000e+00  -5.0172271964e+02   -3.6744936206e-11   1.1120097545e+00  1.8879902455e+00   1.1215748940e-03
70   1.2261051219e-05   5.5081164206e+01   1.2830886867e+03  0.0000000000e+00  -5.0172119987e+02   -2.1243805002e-11   1.1119286456e+00  1.8880713544e+00   1.0170823365e-03
71   1.1401289188e-05   5.5081164206e+01   1.2830860220e+03  0.0000000000e+00  -5.0171946233e+02   -7.4343700679e-12   1.1118546902e+00  1.8881453098e+00   9.2715006645e-04
72   1.0778469098e-05   5.5081164206e+01   1.2830831616e+03  0.0000000000e+00  -5.0171745067e+02   4.8886223179e-12   1.1117869292e+00  1.8882130708e+00   8.4875469224e-04
73   1.0328983457e-05   5.5081164206e+01   1.2830801962e+03  0.0000000000e+00  -5.0171526450e+02   1.5910327175e-11   1.1117246319e+00  1.8882753681e+00   7.7923162860e-04
74   9.9998795438e-06   5.5081164206e+01   1.2830772537e+03  0.0000000000e+00  -5.0171303837e+02   2.5779556990e-11   1.1116672557e+00  1.8883327443e+00   7.1642344119e-04
75   9.7494261367e-06   5.5081164206e+01   1.2830744439e+03  0.0000000000e+00  -5.0171088731e+02   3.4607967731e-11   1.1116144019e+00  1.8883855981e+00   6.5871467643e-04
76   9.5466683708e-06   5.5081164206e+01   1.2830718420e+03  0.0000000000e+00  -5.0170889040e+02   4.2476433233e-11   1.1115657718e+00  1.8884342282e+00   6.0499246160e-04
77   9.3700876530e-06   5.5081164206e+01   1.2830694891e+03  0.0000000000e+00  -5.0170709209e+02   4.9445810187e-11   1.1115211299e+00  1.8884788701e+00   5.5456289363e-04
78   9.2057659753e-06   5.5081164206e+01   1.2830673999e+03  0.0000000000e+00  -5.0170550989e+02   5.5567517793e-11   1.1114802748e+00  1.8885197252e+00   5.0704885723e-04
79   9.0454647291e-06   5.5081164206e+01   1.2830655706e+03  0.0000000000e+00  -5.0170414287e+02   6.0891315319e-11   1.1114430178e+00  1.8885569822e+00   4.6228886856e-04
80   8.8849017630e-06   5.5081164206e+01   1.2830639862e+03  0.0000000000e+00  -5.0170297873e+02   6.5470717622e-11   1.1114091711e+00  1.8885908289e+00   4.2024924824e-04
81   8.7223628593e-06   5.5081164206e+01   1.2830626256e+03  0.0000000000e+00  -5.0170199909e+02   6.9364685698e-11   1.1113785402e+00  1.8886214598e+00   3.8095576122e-04
82   8.5576713765e-06   5.5081164206e+01   1.2830614650e+03  0.0000000000e+00  -5.0170118299e+02   7.2637412354e-11   1.1113509224e+00  1.8886490776e+00   3.4444561584e-04
83   8.3914749066e-06   5.5081164206e+01   1.2830604804e+03  0.0000000000e+00  -5.0170050914e+02   7.5357067055e-11   1.1113261076e+00  1.8886738924e+00   3.1073760056e-04
84   8.2247817014e-06   5.5081164206e+01   1.2830596487e+03  0.0000000000e+00  -5.0169995722e+02   7.7593518732e-11   1.1113038812e+00  1.8886961188e+00   2.7981676362e-04
85   8.0440072183e-06   5.5081164206e+01   1.2830589408e+03  0.0000000000e+00  -5.0169950110e+02   7.9380777839e-11   1.1112840167e+00  1.8887159833e+00   2.5182727177e-04
86   7.8282130843e-06   5.5081164206e+01   1.2830581225e+03  0.0000000000e+00  -5.0169890979e+02   8.0794640939e-11   1.1112662715e+00  1.8887337285e+00   2.2697400732e-04
87   7.5970025043e-06   5.5081164206e+01   1.2830573447e+03  0.0000000000e+00  -5.0169833681e+02   8.1939819343e-11   1.1112504250e+00  1.8887495750e+00   2.0483391859e-04
88   7.3702667355e-06   5.5081164206e+01   1.2830567251e+03  0.0000000000e+00  -5.0169790232e+02   8.2879767855e-11   1.1112362755e+00  1.8887637245e+00   1.8508109702e-04
89   7.1577562571e-06   5.5081164206e+01   1.2830562777e+03  0.0000000000e+00  -5.0169762244e+02   8.3637575384e-11   1.1112236374e+00  1.8887763626e+00   1.6747785480e-04
90   6.9616883272e-06   5.5081164206e+01   1.2830559623e+03  0.0000000000e+00  -5.0169745885e+02   8.4213033766e-11   1.1112123396e+00  1.8887876604e+00   1.5182519928e-04
91   6.7806456638e-06   5.5081164206e+01   1.2830557305e+03  0.0000000000e+00  -5.0169736498e+02   8.4598503552e-11   1.1112022255e+00  1.8887977745e+00   1.3793611390e-04
92   6.6119589877e-06   5.5081164206e+01   1.2830555463e+03  0.0000000000e+00  -5.0169730638e+02   8.4787374309e-11   1.1111931536e+00  1.8888068464e+00   1.2562628990e-04
93   6.4528128422e-06   5.5081164206e+01   1.2830553891e+03  0.0000000000e+00  -5.0169726390e+02   8.4777715477e-11   1.1111849981e+00  1.8888150019e+00   1.1471373807e-04
94   6.3006950416e-06   5.5081164206e+01   1.2830552501e+03  0.0000000000e+00  -5.0169722991e+02   8.4572181015e-11   1.1111776484e+00  1.8888223516e+00   1.0502229725e-04
95   6.1535663773e-06   5.5081164206e+01   1.2830551272e+03  0.0000000000e+00  -5.0169720337e+02   8.4177259788e-11   1.1111710087e+00  1.8888289913e+00   9.6386322866e-05
96   6.0099081031e-06   5.5081164206e+01   1.2830550213e+03  0.0000000000e+00  -5.0169718616e+02   8.3602191543e-11   1.1111649974e+00  1.8888350026e+00   8.8654815272e-05
97   5.8687019256e-06   5.5081164206e+01   1.2830549342e+03  0.0000000000e+00  -5.0169718073e+02   8.2858095128e-11   1.1111595448e+00  1.8888404552e+00   8.1694367168e-05
98   5.7293660603e-06   5.5081164206e+01   1.2830548671e+03  0.0000000000e+00  -5.0169718911e+02   8.1957302759e-11   1.1111545924e+00  1.8888454076e+00   7.5390670986e-05
99   5.5916660333e-06   5.5081164206e+01   1.2830548209e+03  0.0000000000e+00  -5.0169721248e+02   8.0913277114e-11   1.1111500907e+00  1.8888499093e+00   6.9648290491e-05
100   5.4556178874e-06   5.5081164206e+01   1.2830547952e+03  0.0000000000e+00  -5.0169725121e+02   7.9740578896e-11   1.1111459978e+00  1.8888540022e+00   6.4389586669e-05
101   5.3213979518e-06   5.5081164206e+01   1.2830547894e+03  0.0000000000e+00  -5.0169730497e+02   7.8454922474e-11   1.1111422777e+00  1.8888577223e+00   5.9552667039e-05
102   5.1892679367e-06   5.5081164206e+01   1.2830548023e+03  0.0000000000e+00  -5.0169737298e+02   7.7072501764e-11   1.1111388994e+00  1.8888611006e+00   5.5088881027e-05
103   5.0595187414e-06   5.5081164206e+01   1.2830548325e+03  0.0000000000e+00  -5.0169745414e+02   7.5610251376e-11   1.1111358353e+00  1.8888641647e+00   5.0960349427e-05
104   4.9324323423e-06   5.5081164206e+01   1.2830548785e+03  0.0000000000e+00  -5.0169754720e+02   7.4085295680e-11   1.1111330609e+00  1.8888669391e+00   4.7137500246e-05
105   4.8082588315e-06   5.5081164206e+01   1.2830549385e+03  0.0000000000e+00  -5.0169765081e+02   7.2514683094e-11   1.1111305536e+00  1.8888694464e+00   4.3596906607e-05
106   4.6869340524e-06   5.5081164206e+01   1.2830550108e+03  0.0000000000e+00  -5.0169776344e+02   7.0914452801e-11   1.1111282924e+00  1.8888717076e+00   4.0322235691e-05
107   4.5680650474e-06   5.5081164206e+01   1.2830550883e+03  0.0000000000e+00  -5.0169787830e+02   6.9300691171e-11   1.1111262574e+00  1.8888737426e+00   3.7303913814e-05
108   4.4519552800e-06   5.5081164206e+01   1.2830551713e+03  0.0000000000e+00  -5.0169799575e+02   6.7689510607e-11   1.1111244296e+00  1.8888755704e+00   3.4529081859e-05
109   4.3391276647e-06   5.5081164206e+01   1.2830552623e+03  0.0000000000e+00  -5.0169811874e+02   6.6094769873e-11   1.1111227911e+00  1.8888772089e+00   3.1983186886e-05
110   4.2299108495e-06   5.5081164206e+01   1.2830553627e+03  0.0000000000e+00  -5.0169824885e+02   6.4525928167e-11   1.1111213250e+00  1.8888786750e+00   2.9651293517e-05
111   4.1243563528e-06   5.5081164206e+01   1.2830554720e+03  0.0000000000e+00  -5.0169838565e+02   6.2988618512e-11   1.1111200153e+00  1.8888799847e+00   2.7518691468e-05
112   4.0223187247e-06   5.5081164206e+01   1.2830555884e+03  0.0000000000e+00  -5.0169852757e+02   6.1485015201e-11   1.1111188473e+00  1.8888811527e+00   2.5571057108e-05
113   3.9235585731e-06   5.5081164206e+01   1.2830557098e+03  0.0000000000e+00  -5.0169867283e+02   6.0015047140e-11   1.1111178069e+00  1.8888821931e+00   2.3794340223e-05
114   3.8278164682e-06   5.5081164206e+01   1.2830558348e+03  0.0000000000e+00  -5.0169881994e+02   5.8577092878e-11   1.1111168812e+00  1.8888831188e+00   2.2174852347e-05
115   3.7348537905e-06   5.5081164206e+01   1.2830559620e+03  0.0000000000e+00  -5.0169896784e+02   5.7168462937e-11   1.1111160583e+00  1.8888839417e+00   2.0699225161e-05
116   3.6444706115e-06   5.5081164206e+01   1.2830560906e+03  0.0000000000e+00  -5.0169911588e+02   5.5786373694e-11   1.1111153272e+00  1.8888846728e+00   1.9354511096e-05
117   3.5565102675e-06   5.5081164206e+01   1.2830562203e+03  0.0000000000e+00  -5.0169926369e+02   5.4427631942e-11   1.1111146780e+00  1.8888853220e+00   1.8128310558e-05
118   3.4708568288e-06   5.5081164206e+01   1.2830563507e+03  0.0000000000e+00  -5.0169941108e+02   5.3089195193e-11   1.1111141017e+00  1.8888858983e+00   1.7008887653e-05
119   3.3874289704e-06   5.5081164206e+01   1.2830564816e+03  0.0000000000e+00  -5.0169955793e+02   5.1768347285e-11   1.1111135903e+00  1.8888864097e+00   1.5985282403e-05
120   3.3061723091e-06   5.5081164206e+01   1.2830566127e+03  0.0000000000e+00  -5.0169970415e+02   5.0462860318e-11   1.1111131366e+00  1.8888868634e+00   1.5047428178e-05
121   3.2270515397e-06   5.5081164206e+01   1.2830567441e+03  0.0000000000e+00  -5.0169984970e+02   4.9171067226e-11   1.1111127344e+00  1.8888872656e+00   1.4186205249e-05
122   3.1500432704e-06   5.5081164206e+01   1.2830568755e+03  0.0000000000e+00  -5.0169999450e+02   4.7891822567e-11   1.1111123781e+00  1.8888876219e+00   1.3393431573e-05
123   3.0751300969e-06   5.5081164206e+01   1.2830570068e+03  0.0000000000e+00  -5.0170013848e+02   4.6624429720e-11   1.1111120628e+00  1.8888879372e+00   1.2661892697e-05
124   3.0022961421e-06   5.5081164206e+01   1.2830571379e+03  0.0000000000e+00  -5.0170028158e+02   4.5369154023e-11   1.1111117841e+00  1.8888882159e+00   1.1985235346e-05
125   2.9315240357e-06   5.5081164206e+01   1.2830572687e+03  0.0000000000e+00  -5.0170042374e+02   4.4126424715e-11   1.1111115383e+00  1.8888884617e+00   1.1357974813e-05
126   2.8627931429e-06   5.5081164206e+01   1.2830573991e+03  0.0000000000e+00  -5.0170056488e+02   4.2897513232e-11   1.1111113221e+00  1.8888886779e+00   1.0775323744e-05
127   2.7960745696e-06   5.5081164206e+01   1.2830575289e+03  0.0000000000e+00  -5.0170070493e+02   4.1683873631e-11   1.1111111325e+00  1.8888888675e+00   1.0233252169e-05
128   2.7313278467e-06   5.5081164206e+01   1.2830576580e+03  0.0000000000e+00  -5.0170084371e+02   4.0487413792e-11   1.1111109668e+00  1.8888890332e+00   9.7283430023e-06
129   2.6685199680e-06   5.5081164206e+01   1.2830577861e+03  0.0000000000e+00  -5.0170098113e+02   3.9310410684e-11   1.1111108227e+00  1.8888891773e+00   9.2576826773e-06
130   2.6076209153e-06   5.5081164206e+01   1.2830579134e+03  0.0000000000e+00  -5.0170111723e+02   3.8155014657e-11   1.1111106982e+00  1.8888893018e+00   8.8187018719e-06
131   2.5485924919e-06   5.5081164206e+01   1.2830580399e+03  0.0000000000e+00  -5.0170125208e+02   3.7023203251e-11   1.1111105912e+00  1.8888894088e+00   8.4090875134e-06
132   2.4913832499e-06   5.5081164206e+01   1.2830581655e+03  0.0000000000e+00  -5.0170138570e+02   3.5916919704e-11   1.1111105000e+00  1.8888895000e+00   8.0267734575e-06
133   2.4359301652e-06   5.5081164206e+01   1.2830582901e+03  0.0000000000e+00  -5.0170151806e+02   3.4837561789e-11   1.1111104230e+00  1.8888895770e+00   7.6698072462e-06
134   2.3821634270e-06   5.5081164206e+01   1.2830584139e+03  0.0000000000e+00  -5.0170164911e+02   3.3785911269e-11   1.1111103588e+00  1.8888896412e+00   7.3364299169e-06
135   2.3300113399e-06   5.5081164206e+01   1.2830585365e+03  0.0000000000e+00  -5.0170177879e+02   3.2762729830e-11   1.1111103061e+00  1.8888896939e+00   7.0249732289e-06
136   2.2794039807e-06   5.5081164206e+01   1.2830586580e+03  0.0000000000e+00  -5.0170190705e+02   3.1767941595e-11   1.1111102635e+00  1.8888897365e+00   6.7338428380e-06
137   2.2302754030e-06   5.5081164206e+01   1.2830587784e+03  0.0000000000e+00  -5.0170203384e+02   3.0801544991e-11   1.1111102300e+00  1.8888897700e+00   6.4615891233e-06
138   2.1825646600e-06   5.5081164206e+01   1.2830588975e+03  0.0000000000e+00  -5.0170215914e+02   2.9862897968e-11   1.1111102046e+00  1.8888897954e+00   6.2067884983e-06
139   2.1362160214e-06   5.5081164206e+01   1.2830590153e+03  0.0000000000e+00  -5.0170228293e+02   2.8951347618e-11   1.1111101862e+00  1.8888898138e+00   5.9681349285e-06
140   2.0911786936e-06   5.5081164206e+01   1.2830591318e+03  0.0000000000e+00  -5.0170240520e+02   2.8065944037e-11   1.1111101741e+00  1.8888898259e+00   5.7443494370e-06
141   2.0474062721e-06   5.5081164206e+01   1.2830592470e+03  0.0000000000e+00  -5.0170252594e+02   2.7205541361e-11   1.1111101674e+00  1.8888898326e+00   5.5342770793e-06
142   2.0048560887e-06   5.5081164206e+01   1.2830593609e+03  0.0000000000e+00  -5.0170264516e+02   2.6369083654e-11   1.1111101655e+00  1.8888898345e+00   5.3368228237e-06
143   1.9634885533e-06   5.5081164206e+01   1.2830594734e+03  0.0000000000e+00  -5.0170276285e+02   2.5555484675e-11   1.1111101677e+00  1.8888898323e+00   5.1509499599e-06
144   1.9232665606e-06   5.5081164206e+01   1.2830595846e+03  0.0000000000e+00  -5.0170287902e+02   2.4763595703e-11   1.1111101735e+00  1.8888898265e+00   4.9757203442e-06
145   1.8841549992e-06   5.5081164206e+01   1.2830596945e+03  0.0000000000e+00  -5.0170299368e+02   2.3992241904e-11   1.1111101823e+00  1.8888898177e+00   4.8102788242e-06
146   1.8461203693e-06   5.5081164206e+01   1.2830598030e+03  0.0000000000e+00  -5.0170310683e+02   2.3240469707e-11   1.1111101937e+00  1.8888898063e+00   4.6538418701e-06
147   1.8091305110e-06   5.5081164206e+01   1.2830599101e+03  0.0000000000e+00  -5.0170321849e+02   2.2507446306e-11   1.1111102072e+00  1.8888897928e+00   4.5056726776e-06
