#nx  ny  tilde_F(nx,ny).real()  tilde_F(nx,ny).imag()  ArgofLog.real()  ArgofLog.imag()
#Extra momentum point for pm3d corners2color c1
0  0  1.237117551e-16  0.008929358809  0.9999601335  0.008929240148
0  1  1.327806401e-16  0.009730250706  0.9999526615  0.009730097167
0  2  8.950570236e-17  0.01290800909  0.9999166928  0.01290765065
0  3  -1.441903969e-16  0.02266732688  0.9997431071  0.02266538582
0  4  -1.175825028e-16  0.03870844544  0.9992509217  0.03869877973
0  5  1.211678264e-16  0.04294352906  0.9990780684  0.04293033125
0  6  -1.220382065e-16  0.02952807945  0.9995640779  0.02952378868
0  7  2.785226686e-16  0.01722959105  0.9998515743  0.0172287386
0  8  1.758407155e-16  0.01202977745  0.9999276431  0.0120294873
0  9  1.83938622e-16  0.0103826341  0.9999461009  0.01038244756
0  10  -1.484490511e-16  0.005600631762  0.9999843165  0.005600602483
0  11  -1.297473661e-16  -0.1145107599  0.9934508041  -0.1142606661
0  12  -1.876255974e-16  -0.1878884715  0.9824008266  -0.1867849456
0  13  1.195032367e-16  -0.009910366472  0.9999508927  -0.009910204248
0  14  4.369132884e-17  0.001915810536  0.9999981648  0.001915809364
0  15  -5.286715078e-16  0.5159902158  0.8698045799  0.4933963851
0  16  -3.533048127e-16  0.008455078246  0.999964256  0.008454977507
0  17  -2.496157415e-17  -0.05405529756  0.9985393681  -0.0540289767
0  18  1.297393958e-17  -0.5898573744  0.8310200219  -0.5562425039
0  19  -2.470895672e-16  0.00190007237  0.9999981949  0.001900071226
0  20  -1.347574939e-16  0.330273181  0.9459537858  0.3243014571
0  21  1.012037072e-17  0.1945615299  0.9811325361  0.1933363563
0  22  -1.911084433e-16  -0.002664647409  0.9999964498  -0.002664644255
0  23  -1.992633412e-16  -0.03999263159  0.9992004013  -0.03998197167
0  24  4.896029489e-17  -0.2566761964  0.9672391237  -0.2538670472
0  25  2.251908619e-17  -0.01168269103  0.9999317581  -0.01168242528
0  26  -9.65299938e-17  0.009229678631  0.9999574068  0.00922954759
0  27  -1.029669048e-16  0.01099646995  0.9999395394  0.01099624834
0  28  3.248275088e-16  0.0139379737  0.999902868  0.01393752243
0  29  -4.148445074e-17  0.022627674  0.9997440051  0.02262574311
0  30  -9.261704762e-17  0.03768765551  0.9992899044  0.03767873447
0  31  -1.307281822e-16  0.04376104751  0.9990426382  0.04374708157
0  32  -2.060219032e-16  0.03028779829  0.9995413597  0.03028316775
0  33  5.495386857e-18  0.01631880703  0.9998668512  0.01631808275
0  34  -2.464416132e-16  0.01061230367  0.99994369  0.01061210448
0  35  -2.046339118e-16  0.009103267359  0.9999585655  0.009103141629
0  36  -2.046339118e-16  0.009103267359  0.9999585655  0.009103141629

1  0  2.007929638e-16  0.009730250705  0.9999526615  0.009730097166
1  1  -2.303427394e-17  0.0101833255  0.9999481504  0.0101831495
1  2  -1.467105087e-16  0.01215587623  0.9999261182  0.01215557686
1  3  -1.535244779e-16  0.01735251674  0.9998494489  0.01735164592
1  4  1.881512417e-16  0.02870119529  0.999588149  0.02869725497
1  5  9.007489909e-17  0.03999340623  0.9992003703  0.03998274569
1  6  2.269603492e-17  0.03632689885  0.9993402508  0.03631890961
1  7  6.315031868e-17  0.02304097939  0.9997345684  0.02303894075
1  8  2.674306376e-16  0.01353775386  0.999908366  0.01353734035
1  9  5.156210649e-17  0.009132209558  0.9999583017  0.009132082625
1  10  7.779406872e-17  0.006180551659  0.9999809005  0.00618051231
1  11  -1.884225805e-16  -0.0125268956  0.9999215395  -0.01252656798
1  12  1.905231528e-17  -0.3398784375  0.9427951981  -0.333372486
1  13  -6.222517968e-17  -0.07605246595  0.9971094049  -0.07597917285
1  14  2.103819429e-16  -0.00363436717  0.9999933957  -0.003634359169
1  15  -3.181731436e-16  0.2657257439  0.9649021677  0.2626096091
1  16  -1.131163989e-16  0.2583471759  0.9668135669  0.2554829288
1  17  1.542899411e-16  0.001507700432  0.9999988634  0.001507699861
1  18  3.242797691e-17  -0.4031949255  0.9198121326  -0.3923590711
1  19  -2.487089464e-16  -0.03393189916  0.9994243683  -0.03392538815
1  20  8.491379684e-17  0.007377994869  0.9999727827  0.007377927932
1  21  3.250437225e-17  0.5136215016  0.8709708537  0.4913346843
1  22  -3.882618815e-17  0.004225886849  0.999991071  0.004225874271
1  23  -7.323891597e-17  -0.01253503099  0.9999214375  -0.01253470273
1  24  -2.607419307e-17  -0.2911630104  0.9579106621  -0.2870664791
1  25  -2.042701945e-16  -0.1275121954  0.9918813293  -0.1271669317
1  26  -1.119178066e-16  0.002661008915  0.9999964595  0.002661005775
1  27  1.908884062e-16  0.007760391151  0.9999698883  0.007760313258
1  28  2.40392406e-16  0.01094125702  0.999940145  0.01094103872
1  29  1.369946595e-16  0.01781056485  0.9998413961  0.01780962324
1  30  -1.352879259e-16  0.03061220465  0.9995314831  0.03060742372
1  31  -6.157572094e-17  0.04112885775  0.9991543278  0.04111726325
1  32  -3.5395114e-17  0.03493977704  0.9993896681  0.03493266846
1  33  -3.190053555e-17  0.02131485444  0.9997728471  0.02131324051
1  34  1.003466903e-16  0.01344310017  0.9999096429  0.01344269528
1  35  -2.619500364e-16  0.01061230367  0.99994369  0.01061210448
1  36  -2.619500364e-16  0.01061230367  0.99994369  0.01061210448

2  0  -3.012875327e-16  0.01290800909  0.9999166928  0.01290765065
2  1  -9.881625825e-17  0.01215587623  0.9999261182  0.01215557686
2  2  -9.660321667e-17  0.01477473634  0.9998908556  0.01477419881
2  3  -4.294277358e-16  0.01947609073  0.9998103469  0.01947485948
2  4  -9.405342314e-17  0.02589624873  0.9996647109  0.02589335442
2  5  1.951837752e-16  0.03416630992  0.9994163884  0.03415966305
2  6  1.453662295e-16  0.03800877202  0.9992777536  0.03799962101
2  7  8.304881621e-17  0.03074239904  0.9995274897  0.03073755685
2  8  -2.626745811e-16  0.01899760075  0.999819551  0.01899645804
2  9  -1.33660138e-16  0.01077487739  0.9999419516  0.0107746689
2  10  3.884966272e-16  0.006211806248  0.9999807068  0.006211766299
2  11  1.028219753e-16  0.0008536538228  0.9999996356  0.0008536537191
2  12  8.919049514e-17  -0.1044231391  0.9945528564  -0.1042334676
2  13  -9.799875407e-17  -0.4515849972  0.8997565524  -0.4363921933
2  14  -9.582779703e-19  -0.01995953933  0.999800815  -0.0199582141
2  15  -2.447345819e-16  0.0078015725  0.9999695679  0.007801493361
2  16  -2.024891575e-16  0.4997414229  0.877706501  0.4791985998
2  17  2.409708926e-16  0.004884310142  0.9999880718  0.004884290722
2  18  -1.626136863e-16  -0.03592662164  0.9993547083  -0.03591889359
2  19  -4.38262456e-16  -0.2054905666  0.9789610035  -0.20404743
2  20  2.492884596e-17  0.001320231999  0.9999991285  0.001320231615
2  21  -6.910624294e-17  0.1408725989  0.9900938541  0.1404071228
2  22  -1.674518761e-16  0.3701473561  0.9322740492  0.3617528122
2  23  -1.272325852e-16  -0.004207149413  0.99999115  -0.004207137002
2  24  -7.467599713e-18  -0.1147842549  0.9934195172  -0.1145323657
2  25  -1.589713656e-16  -0.4480090772  0.9013113  -0.4331719526
2  26  8.930750387e-17  -0.009612497277  0.9999538003  -0.009612349245
2  27  2.725039257e-16  0.00423644393  0.9999910263  0.004236431258
2  28  5.936214126e-16  0.0082697876  0.9999658055  0.00826969334
2  29  4.477476091e-16  0.01456353123  0.9998939537  0.01456301643
2  30  7.999000151e-17  0.02552122974  0.9996743511  0.02551845936
2  31  8.674253847e-17  0.03666035041  0.9993280846  0.03665213916
2  32  4.454763572e-17  0.03721510783  0.9993075978  0.03720651816
2  33  -5.073962408e-17  0.0289425126  0.9995811947  0.02893847206
2  34  8.185244089e-17  0.02131485444  0.9997728471  0.02131324051
2  35  -7.260665213e-17  0.01631880703  0.9998668512  0.01631808275
2  36  -7.260665213e-17  0.01631880703  0.9998668512  0.01631808275

3  0  -1.60383759e-16  0.02266732688  0.9997431071  0.02266538582
3  1  -1.017823723e-16  0.01735251674  0.9998494489  0.01735164592
3  2  -3.152271237e-16  0.01947609073  0.9998103469  0.01947485948
3  3  -2.989903618e-16  0.02747177604  0.9996226745  0.02746832068
3  4  -1.00905441e-16  0.03448290299  0.9994055236  0.03447606963
3  5  1.463171178e-19  0.0373586278  0.9993022476  0.03734993837
3  6  -1.792313325e-16  0.03811761127  0.9992736118  0.03810838143
3  7  -3.254752763e-16  0.03557399601  0.9993673121  0.03556649328
3  8  3.200638208e-17  0.02731540287  0.9996269576  0.02731200618
3  9  -5.751672905e-17  0.01690221446  0.999857161  0.01690140969
3  10  2.608610443e-16  0.009175536095  0.9999579051  0.009175407347
3  11  -9.917206675e-17  0.00402134808  0.9999919144  0.004021337242
3  12  -7.962956347e-18  -0.008234213938  0.9999660991  -0.008234120889
3  13  1.953427812e-16  -0.3224987712  0.9484464256  -0.3169374983
3  14  -1.104925384e-17  -0.1554654883  0.9879395616  -0.1548399904
3  15  -7.268198922e-18  -0.003931912479  0.99999227  -0.003931902348
3  16  1.134319202e-16  0.4252005458  0.9109560254  0.4125034785
3  17  2.071981277e-16  0.01115747556  0.999937756  0.01115724406
3  18  5.580912291e-17  0.0011469523  0.9999993423  0.001146952049
3  19  -3.355122564e-16  -0.1047996025  0.9945135459  -0.1046078729
3  20  6.416620504e-17  -0.01578437662  0.9998754293  -0.01578372119
3  21  -4.90155651e-17  0.004388704012  0.9999903697  0.004388689924
3  22  1.664899872e-17  0.2803659909  0.9609542303  0.2767073676
3  23  -3.02065909e-16  0.1534872257  0.9882439424  0.1528852848
3  24  -1.744161619e-16  -0.02435039447  0.9997035438  -0.02434798815
3  25  6.408283504e-17  -0.4102540354  0.9170195324  -0.3988422963
3  26  9.775788515e-18  -0.05512103193  0.9984812205  -0.05509312354
