#iter   OP_diff   mu  QuantEnergy.real  .imag  ClassEnergy.real  .imag  Total_n_up    Total_n_dn   Energy_diff
11   2.7661410735e-02   5.8887695577e+02   6.7872183485e+03  0.0000000000e+00  -1.6762677848e+03   6.2425533599e-07   1.6341418858e+00  1.3658581142e+00   4.6026697142e+00
12   2.7192221533e-02   5.8887695577e+02   6.7887930535e+03  0.0000000000e+00  -1.6815599649e+03   5.8661508012e-07   1.6398467561e+00  1.3601532439e+00   3.7174751714e+00
13   2.6441869540e-02   5.8887695577e+02   6.7899248848e+03  0.0000000000e+00  -1.6857346540e+03   5.5726440250e-07   1.6458062751e+00  1.3541937249e+00   3.0428577567e+00
14   2.5537088030e-02   5.8887695577e+02   6.7907650829e+03  0.0000000000e+00  -1.6890976297e+03   5.3416584057e-07   1.6519189487e+00  1.3480810513e+00   2.5227775701e+00
15   2.4558535956e-02   5.8887695577e+02   6.7914019665e+03  0.0000000000e+00  -1.6918514231e+03   5.1569531434e-07   1.6581110496e+00  1.3418889504e+00   2.1169097782e+00
16   2.3557037511e-02   5.8887695577e+02   6.7918898044e+03  0.0000000000e+00  -1.6941355613e+03   5.0058385926e-07   1.6643304379e+00  1.3356695621e+00   1.7963003177e+00
17   2.2564054931e-02   5.8887695577e+02   6.7922636101e+03  0.0000000000e+00  -1.6960494169e+03   4.8785268793e-07   1.6705417582e+00  1.3294582418e+00   1.5400498965e+00
18   2.1598481426e-02   5.8887695577e+02   6.7925470104e+03  0.0000000000e+00  -1.6976657612e+03   4.7675351531e-07   1.6767227253e+00  1.3232772747e+00   1.3329439741e+00
19   2.0671071281e-02   5.8887695577e+02   6.7927565888e+03  0.0000000000e+00  -1.6990391349e+03   4.6671835180e-07   1.6828612298e+00  1.3171387702e+00   1.1637953443e+00
20   1.9787340752e-02   5.8887695577e+02   6.7929043784e+03  0.0000000000e+00  -1.7002112152e+03   4.5731907714e-07   1.6889530539e+00  1.3110469461e+00   1.0242907189e+00
21   1.8949471936e-02   5.8887695577e+02   6.7929993514e+03  0.0000000000e+00  -1.7012143741e+03   4.4823576561e-07   1.6950000411e+00  1.3049999589e+00   9.0818593811e-01
22   2.3310615077e-02   5.8887695577e+02   6.7965897910e+03  0.0000000000e+00  -1.7066878703e+03   4.0649687549e-07   1.7013436196e+00  1.2986563804e+00   1.8830564914e+00
23   2.4127049913e-02   5.8887695577e+02   6.7573205748e+03  0.0000000000e+00  -1.6701514319e+03   3.1499431221e-07   1.7075173179e+00  1.2924826821e+00   2.7327778353e+00
24   2.1814652696e-02   5.8887695577e+02   6.7694043324e+03  0.0000000000e+00  -1.6829174881e+03   2.8338818394e-07   1.7125559903e+00  1.2874440097e+00   6.8229857263e-01
25   2.0119634427e-02   5.8887695577e+02   6.7821467344e+03  0.0000000000e+00  -1.6961145319e+03   2.6162172395e-07   1.7170973446e+00  1.2829026554e+00   4.5464180371e-01
26   1.8801183234e-02   5.8887695577e+02   6.7903278275e+03  0.0000000000e+00  -1.7047181154e+03   2.4171716710e-07   1.7212960947e+00  1.2787039053e+00   4.2249044381e-01
27   1.7589365345e-02   5.8887695577e+02   6.7948539442e+03  0.0000000000e+00  -1.7096359638e+03   2.2226514511e-07   1.7252450207e+00  1.2747549793e+00   3.9173170625e-01
28   1.6388509284e-02   5.8887695577e+02   6.7971090248e+03  0.0000000000e+00  -1.7122454990e+03   2.0324910437e-07   1.7290227029e+00  1.2709772971e+00   3.5445457679e-01
29   1.5193722132e-02   5.8887695577e+02   6.7980789137e+03  0.0000000000e+00  -1.7135324765e+03   1.8491333204e-07   1.7326979854e+00  1.2673020146e+00   3.1708865143e-01
30   1.4028782752e-02   5.8887695577e+02   6.7983581142e+03  0.0000000000e+00  -1.7140946660e+03   1.6748388437e-07   1.7363288736e+00  1.2636711264e+00   2.8298892098e-01
31   1.2918385373e-02   5.8887695577e+02   6.7982804499e+03  0.0000000000e+00  -1.7142701466e+03   1.5110517529e-07   1.7399620593e+00  1.2600379407e+00   2.5314492189e-01
32   1.1879389745e-02   5.8887695577e+02   6.7980258453e+03  0.0000000000e+00  -1.7142430673e+03   1.3583728057e-07   1.7436335970e+00  1.2563664030e+00   2.2752529352e-01
33   1.0920129301e-02   5.8887695577e+02   6.7976883734e+03  0.0000000000e+00  -1.7141113305e+03   1.2167099793e-07   1.7473702704e+00  1.2526297296e+00   2.0573515273e-01
34   1.0042328818e-02   5.8887695577e+02   6.7973157619e+03  0.0000000000e+00  -1.7139260040e+03   1.0854686079e-07   1.7511911997e+00  1.2488088003e+00   1.8728494212e-01
35   9.2433695636e-03   5.8887695577e+02   6.7969312814e+03  0.0000000000e+00  -1.7137132179e+03   9.6372983278e-08   1.7551094153e+00  1.2448905847e+00   1.7169437217e-01
36   8.5181460704e-03   5.8887695577e+02   6.7965455411e+03  0.0000000000e+00  -1.7134860073e+03   8.5039861164e-08   1.7591332638e+00  1.2408667362e+00   1.5852976252e-01
37   7.8603786909e-03   5.8887695577e+02   6.7961627291e+03  0.0000000000e+00  -1.7132506095e+03   7.4431673949e-08   1.7632675969e+00  1.2367324031e+00   1.4741420321e-01
38   7.2634593724e-03   5.8887695577e+02   6.7957838669e+03  0.0000000000e+00  -1.7130097738e+03   6.4434313944e-08   1.7675147411e+00  1.2324852589e+00   1.3802653900e-01
39   6.7209543702e-03   5.8887695577e+02   6.7954084837e+03  0.0000000000e+00  -1.7127644866e+03   5.4940737261e-08   1.7718752684e+00  1.2281247316e+00   1.3009598145e-01
40   6.2268750745e-03   5.8887695577e+02   6.7950354644e+03  0.0000000000e+00  -1.7125148627e+03   4.5854156614e-08   1.7763485937e+00  1.2236514063e+00   1.2339537005e-01
41   5.7758010411e-03   5.8887695577e+02   6.7946634704e+03  0.0000000000e+00  -1.7122606032e+03   3.7089745050e-08   1.7809334276e+00  1.2190665724e+00   1.1773444271e-01
42   5.3629136705e-03   5.8887695577e+02   6.7942911405e+03  0.0000000000e+00  -1.7120012270e+03   2.8575188515e-08   1.7856281103e+00  1.2143718897e+00   1.1295370305e-01
43   5.0224216655e-03   5.8887695577e+02   6.7939852174e+03  0.0000000000e+00  -1.7118090527e+03   1.8985397603e-08   1.7904026245e+00  1.2095973755e+00   1.1374883147e-01
44   4.5056942795e-03   5.8887695577e+02   6.7926274618e+03  0.0000000000e+00  -1.7105714197e+03   6.6756837995e-09   1.7951816575e+00  1.2048183425e+00   1.2012262329e-01
45   3.9891340445e-03   5.8887695577e+02   6.7921082251e+03  0.0000000000e+00  -1.7101661665e+03   -5.6039241919e-09   1.7999764818e+00  1.2000235182e+00   1.1398347268e-01
46   3.5372553766e-03   5.8887695577e+02   6.7920136069e+03  0.0000000000e+00  -1.7101791255e+03   -1.7453891914e-08   1.8047861100e+00  1.1952138900e+00   1.0757727507e-01
47   3.1530969866e-03   5.8887695577e+02   6.7920083296e+03  0.0000000000e+00  -1.7102760792e+03   -2.8879289228e-08   1.8096065773e+00  1.1903934227e+00   1.0223103704e-01
48   2.8239873570e-03   5.8887695577e+02   6.7919533563e+03  0.0000000000e+00  -1.7103188709e+03   -3.9937561419e-08   1.8144343441e+00  1.1855656559e+00   9.7764976932e-02
49   2.5376582671e-03   5.8887695577e+02   6.7918163119e+03  0.0000000000e+00  -1.7102757646e+03   -5.0663149856e-08   1.8192675156e+00  1.1807324844e+00   9.3938057879e-02
50   2.2854671237e-03   5.8887695577e+02   6.7916060348e+03  0.0000000000e+00  -1.7101560815e+03   -6.1060495019e-08   1.8241059791e+00  1.1758940209e+00   9.0593965994e-02
51   2.0617472843e-03   5.8887695577e+02   6.7913413536e+03  0.0000000000e+00  -1.7099790338e+03   -7.1113646621e-08   1.8289510802e+00  1.1710489198e+00   8.7633535474e-02
52   1.8626109603e-03   5.8887695577e+02   6.7910394144e+03  0.0000000000e+00  -1.7097620846e+03   -8.0797551106e-08   1.8338051730e+00  1.1661948270e+00   8.4989972671e-02
53   1.6850881050e-03   5.8887695577e+02   6.7907127624e+03  0.0000000000e+00  -1.7095180487e+03   -9.0086691288e-08   1.8386712018e+00  1.1613287982e+00   8.2616031053e-02
54   1.5266619586e-03   5.8887695577e+02   6.7903696341e+03  0.0000000000e+00  -1.7092553974e+03   -9.8960488117e-08   1.8435523728e+00  1.1564476272e+00   8.0477083049e-02
55   1.3850691669e-03   5.8887695577e+02   6.7900150724e+03  0.0000000000e+00  -1.7089793826e+03   -1.0740592269e-07   1.8484519252e+00  1.1515480748e+00   7.8546891839e-02
56   1.2582379197e-03   5.8887695577e+02   6.7896519957e+03  0.0000000000e+00  -1.7086931108e+03   -1.1541820767e-07   1.8533729876e+00  1.1466270124e+00   7.6804856233e-02
57   1.1442831045e-03   5.8887695577e+02   6.7892819960e+03  0.0000000000e+00  -1.7083983453e+03   -1.2300021812e-07   1.8583185030e+00  1.1416814970e+00   7.5234194633e-02
58   1.0415162344e-03   5.8887695577e+02   6.7889058705e+03  0.0000000000e+00  -1.7080960405e+03   -1.3016127599e-07   1.8632912028e+00  1.1367087972e+00   7.3820762233e-02
59   9.4845211070e-04   5.8887695577e+02   6.7885239544e+03  0.0000000000e+00  -1.7077866767e+03   -1.3691568398e-07   1.8682936148e+00  1.1317063852e+00   7.2552295820e-02
60   8.6380692860e-04   5.8887695577e+02   6.7881363192e+03  0.0000000000e+00  -1.7074704594e+03   -1.4328122428e-07   1.8733280908e+00  1.1266719092e+00   7.1417941772e-02
61   7.8648821961e-04   5.8887695577e+02   6.7877428886e+03  0.0000000000e+00  -1.7071474368e+03   -1.4927781788e-07   1.8783968481e+00  1.1216031519e+00   7.0407967240e-02
62   7.1557898009e-04   5.8887695577e+02   6.7873435041e+03  0.0000000000e+00  -1.7068175659e+03   -1.5492636395e-07   1.8835020143e+00  1.1164979857e+00   6.9513585941e-02
63   6.5031854257e-04   5.8887695577e+02   6.7869379616e+03  0.0000000000e+00  -1.7064807502e+03   -1.6024779854e-07   1.8886456732e+00  1.1113543268e+00   6.8726853047e-02
64   5.8998288363e-04   5.8887695577e+02   6.7865278490e+03  0.0000000000e+00  -1.7061387085e+03   -1.6531748231e-07   1.8938275069e+00  1.1061724931e+00   6.8070824447e-02
65   5.2612494619e-04   5.8887695577e+02   6.7860866903e+03  0.0000000000e+00  -1.7057651091e+03   -1.7027338565e-07   1.8990417053e+00  1.1009582947e+00   6.7559331818e-02
66   4.6172456998e-04   5.8887695577e+02   6.7856499110e+03  0.0000000000e+00  -1.7053953846e+03   -1.7510299469e-07   1.9042852841e+00  1.0957147159e+00   6.7054754677e-02
67   4.0025729801e-04   5.8887695577e+02   6.7852239535e+03  0.0000000000e+00  -1.7050359789e+03   -1.7977877873e-07   1.9095563847e+00  1.0904436153e+00   6.6551890647e-02
68   3.4358484625e-04   5.8887695577e+02   6.7848033258e+03  0.0000000000e+00  -1.7046814101e+03   -1.8428043756e-07   1.9148536944e+00  1.0851463056e+00   6.6058858322e-02
69   2.9232631940e-04   5.8887695577e+02   6.7843817628e+03  0.0000000000e+00  -1.7043254292e+03   -1.8859489624e-07   1.9201762807e+00  1.0798237193e+00   6.5582062409e-02
70   2.4647190449e-04   5.8887695577e+02   6.7839553161e+03  0.0000000000e+00  -1.7039641082e+03   -1.9271276611e-07   1.9255235759e+00  1.0744764241e+00   6.5125664994e-02
71   2.0576525866e-04   5.8887695577e+02   6.7835221908e+03  0.0000000000e+00  -1.7035956756e+03   -1.9662577634e-07   1.9308953946e+00  1.0691046054e+00   6.4692724591e-02
72   1.6987797572e-04   5.8887695577e+02   6.7830818866e+03  0.0000000000e+00  -1.7032196573e+03   -2.0032558757e-07   1.9362919439e+00  1.0637080561e+00   6.4285939718e-02
73   1.3847148765e-04   5.8887695577e+02   6.7826344945e+03  0.0000000000e+00  -1.7028361732e+03   -2.0380373066e-07   1.9417138115e+00  1.0582861885e+00   6.3907961799e-02
74   1.1121280030e-04   5.8887695577e+02   6.7821802870e+03  0.0000000000e+00  -1.7024455271e+03   -2.0705201420e-07   1.9471619377e+00  1.0528380623e+00   6.3561463946e-02
75   8.7776674886e-05   5.8887695577e+02   6.7817195270e+03  0.0000000000e+00  -1.7020480162e+03   -2.1006310391e-07   1.9526375742e+00  1.0473624258e+00   6.3249094365e-02
76   6.7846467270e-05   5.8887695577e+02   6.7812524022e+03  0.0000000000e+00  -1.7016438648e+03   -2.1283106062e-07   1.9581422380e+00  1.0418577620e+00   6.2973385064e-02
77   5.1116474373e-05   5.8887695577e+02   6.7807790187e+03  0.0000000000e+00  -1.7012332180e+03   -2.1535168501e-07   1.9636776629e+00  1.0363223371e+00   6.2736653520e-02
78   3.7295363202e-05   5.8887695577e+02   6.7802994155e+03  0.0000000000e+00  -1.7008161557e+03   -2.1762272823e-07   1.9692457541e+00  1.0307542459e+00   6.2540916219e-02
79   2.6109647959e-05   5.8887695577e+02   6.7798135834e+03  0.0000000000e+00  -1.7003927114e+03   -2.1964391271e-07   1.9748485447e+00  1.0251514553e+00   6.2387822915e-02
80   1.7306459356e-05   5.8887695577e+02   6.7793214814e+03  0.0000000000e+00  -1.6999628880e+03   -2.2141686497e-07   1.9804881587e+00  1.0195118413e+00   6.2278614439e-02
81   1.0655266756e-05   5.8887695577e+02   6.7788230484e+03  0.0000000000e+00  -1.6995266691e+03   -2.2294494085e-07   1.9861667772e+00  1.0138332228e+00   6.2214103578e-02
82   5.9485254554e-06   5.8887695577e+02   6.7783182115e+03  0.0000000000e+00  -1.6990840269e+03   -2.2423299861e-07   1.9918866112e+00  1.0081133888e+00   6.2194676633e-02
83   3.0013949432e-06   5.8887695577e+02   6.7778068911e+03  0.0000000000e+00  -1.6986349268e+03   -2.2528717143e-07   1.9976498775e+00  1.0023501225e+00   6.2220312031e-02
84   1.6507424451e-06   5.8887695577e+02   6.7772890045e+03  0.0000000000e+00  -1.6981793308e+03   -2.2611459193e-07   2.0034587801e+00  9.9654121988e-01   6.2290612363e-02
85   1.7396559026e-06   5.8887695577e+02   6.7767645306e+03  0.0000000000e+00  -1.6977172613e+03   -2.2672566991e-07   2.0093153500e+00  9.9068465003e-01   6.2404349592e-02
86   2.8918798673e-06   5.8887695577e+02   6.7762328378e+03  0.0000000000e+00  -1.6972481263e+03   -2.2713658516e-07   2.0152211000e+00  9.8477889996e-01   6.2557830861e-02
87   4.9621394753e-06   5.8887695577e+02   6.7756945590e+03  0.0000000000e+00  -1.6967725944e+03   -2.2736112110e-07   2.0211772229e+00  9.7882277714e-01   6.2746863056e-02
88   7.9432989689e-06   5.8887695577e+02   6.7751501978e+03  0.0000000000e+00  -1.6962912010e+03   -2.2741039705e-07   2.0271846785e+00  9.7281532147e-01   6.2967790247e-02
89   1.1863028608e-05   5.8887695577e+02   6.7745998920e+03  0.0000000000e+00  -1.6958041125e+03   -2.2729374359e-07   2.0332442334e+00  9.6675576659e-01   6.3217328260e-02
90   1.6739593841e-05   5.8887695577e+02   6.7740435825e+03  0.0000000000e+00  -1.6953112954e+03   -2.2701927074e-07   2.0393564811e+00  9.6064351892e-01   6.3492424409e-02
91   2.2572779177e-05   5.8887695577e+02   6.7734811732e+03  0.0000000000e+00  -1.6948126763e+03   -2.2659419328e-07   2.0455218579e+00  9.5447814208e-01   6.3790198114e-02
92   2.9346867277e-05   5.8887695577e+02   6.7729126052e+03  0.0000000000e+00  -1.6943082163e+03   -2.2602492804e-07   2.0517406567e+00  9.4825934325e-01   6.4107921813e-02
93   3.7035157351e-05   5.8887695577e+02   6.7723378720e+03  0.0000000000e+00  -1.6937979261e+03   -2.2531721403e-07   2.0580130389e+00  9.4198696109e-01   6.4443013898e-02
94   4.5603137353e-05   5.8887695577e+02   6.7717570109e+03  0.0000000000e+00  -1.6932818580e+03   -2.2447619145e-07   2.0643390447e+00  9.3566095535e-01   6.4793032308e-02
95   5.5010341273e-05   5.8887695577e+02   6.7711700893e+03  0.0000000000e+00  -1.6927600920e+03   -2.2350654564e-07   2.0707186015e+00  9.2928139855e-01   6.5155665920e-02
96   6.5211527642e-05   5.8887695577e+02   6.7705771944e+03  0.0000000000e+00  -1.6922327259e+03   -2.2241265019e-07   2.0771515305e+00  9.2284846953e-01   6.5528724572e-02
97   7.6157654515e-05   5.8887695577e+02   6.7699784272e+03  0.0000000000e+00  -1.6916998688e+03   -2.2119871101e-07   2.0836375514e+00  9.1636244859e-01   6.5910129147e-02
98   8.7796861888e-05   5.8887695577e+02   6.7693738990e+03  0.0000000000e+00  -1.6911616385e+03   -2.1986889848e-07   2.0901762861e+00  9.0982371390e-01   6.6297903107e-02
99   1.0007549633e-04   5.8887695577e+02   6.7687637309e+03  0.0000000000e+00  -1.6906181606e+03   -2.1842745910e-07   2.0967672614e+00  9.0323273863e-01   6.6690166303e-02
100   1.1293913405e-04   5.8887695577e+02   6.7681480531e+03  0.0000000000e+00  -1.6900695679e+03   -2.1687878958e-07   2.1034099114e+00  8.9659008858e-01   6.7085131489e-02
101   1.2633354175e-04   5.8887695577e+02   6.7675270052e+03  0.0000000000e+00  -1.6895160011e+03   -2.1522751163e-07   2.1101035802e+00  8.8989641980e-01   6.7481103516e-02
102   1.4020552615e-04   5.8887695577e+02   6.7669007358e+03  0.0000000000e+00  -1.6889576082e+03   -2.1347846660e-07   2.1168475240e+00  8.8315247604e-01   6.7876480894e-02
103   1.5450364262e-04   5.8887695577e+02   6.7662694024e+03  0.0000000000e+00  -1.6883945446e+03   -2.1163675702e-07   2.1236409142e+00  8.7635908584e-01   6.8269759369e-02
104   1.6917875162e-04   5.8887695577e+02   6.7656331708e+03  0.0000000000e+00  -1.6878269725e+03   -2.0970769660e-07   2.1304828409e+00  8.6951715911e-01   6.8659536702e-02
105   1.8418442505e-04   5.8887695577e+02   6.7649922140e+03  0.0000000000e+00  -1.6872550602e+03   -2.0769681551e-07   2.1373723168e+00  8.6262768316e-01   6.9044518270e-02
106   1.9947675759e-04   5.8887695577e+02   6.7643467144e+03  0.0000000000e+00  -1.6866789840e+03   -2.0560990963e-07   2.1443082747e+00  8.5569172529e-01   6.9423470064e-02
107   2.1500769156e-04   5.8887695577e+02   6.7636968498e+03  0.0000000000e+00  -1.6860989146e+03   -2.0345325345e-07   2.1512895482e+00  8.4871045176e-01   6.9795061810e-02
108   2.3073402084e-04   5.8887695577e+02   6.7630428334e+03  0.0000000000e+00  -1.6855150561e+03   -2.0123332566e-07   2.1583148649e+00  8.4168513513e-01   7.0157973443e-02
109   2.4661982036e-04   5.8887695577e+02   6.7623848954e+03  0.0000000000e+00  -1.6849276290e+03   -1.9895661851e-07   2.1653828450e+00  8.3461715498e-01   7.0510950663e-02
110   2.6263518177e-04   5.8887695577e+02   6.7617232684e+03  0.0000000000e+00  -1.6843368549e+03   -1.9662949225e-07   2.1724920046e+00  8.2750799544e-01   7.0852828521e-02
111   2.7875442693e-04   5.8887695577e+02   6.7610581834e+03  0.0000000000e+00  -1.6837429524e+03   -1.9425812814e-07   2.1796407589e+00  8.2035924110e-01   7.1182540614e-02
112   2.9495481303e-04   5.8887695577e+02   6.7603898709e+03  0.0000000000e+00  -1.6831461391e+03   -1.9184842225e-07   2.1868274282e+00  8.1317257175e-01   7.1499121705e-02
113   3.1121572316e-04   5.8887695577e+02   6.7597185636e+03  0.0000000000e+00  -1.6825466335e+03   -1.8940599423e-07   2.1940502436e+00  8.0594975637e-01   7.1801707224e-02
114   3.2751813220e-04   5.8887695577e+02   6.7590444970e+03  0.0000000000e+00  -1.6819446564e+03   -1.8693613292e-07   2.2013073534e+00  7.9869264663e-01   7.2089530400e-02
115   3.4384420331e-04   5.8887695577e+02   6.7583679095e+03  0.0000000000e+00  -1.6813404308e+03   -1.8444379068e-07   2.2085968299e+00  7.9140317012e-01   7.2361918080e-02
116   3.6017695699e-04   5.8887695577e+02   6.7576890416e+03  0.0000000000e+00  -1.6807341812e+03   -1.8193358690e-07   2.2159166767e+00  7.8408332332e-01   7.2618285346e-02
117   3.7650000120e-04   5.8887695577e+02   6.7570081358e+03  0.0000000000e+00  -1.6801261336e+03   -1.7940980395e-07   2.2232648354e+00  7.7673516464e-01   7.2858129572e-02
118   3.9279732473e-04   5.8887695577e+02   6.7563254352e+03  0.0000000000e+00  -1.6795165139e+03   -1.7687641507e-07   2.2306391925e+00  7.6936080746e-01   7.3081024090e-02
119   4.0905315419e-04   5.8887695577e+02   6.7556411831e+03  0.0000000000e+00  -1.6789055485e+03   -1.7433710247e-07   2.2380375866e+00  7.6196241336e-01   7.3286611922e-02
120   4.2525186943e-04   5.8887695577e+02   6.7549556229e+03  0.0000000000e+00  -1.6782934629e+03   -1.7179527723e-07   2.2454578146e+00  7.5454218541e-01   7.3474599593e-02
121   4.4137796788e-04   5.8887695577e+02   6.7542689973e+03  0.0000000000e+00  -1.6776804820e+03   -1.6925410140e-07   2.2528976383e+00  7.4710236171e-01   7.3644751415e-02
122   4.5741606641e-04   5.8887695577e+02   6.7535815478e+03  0.0000000000e+00  -1.6770668294e+03   -1.6671652493e-07   2.2603547909e+00  7.3964520907e-01   7.3796884148e-02
123   4.7335092951e-04   5.8887695577e+02   6.7528935147e+03  0.0000000000e+00  -1.6764527272e+03   -1.6418529072e-07   2.2678269831e+00  7.3217301689e-01   7.3930862212e-02
124   4.8916751371e-04   5.8887695577e+02   6.7522051366e+03  0.0000000000e+00  -1.6758383956e+03   -1.6166295024e-07   2.2753119089e+00  7.2468809113e-01   7.4046593392e-02
125   5.0485102025e-04   5.8887695577e+02   6.7515166495e+03  0.0000000000e+00  -1.6752240525e+03   -1.5915190049e-07   2.2828072514e+00  7.1719274858e-01   7.4144025110e-02
126   5.2038694947e-04   5.8887695577e+02   6.7508282870e+03  0.0000000000e+00  -1.6746099132e+03   -1.5665437221e-07   2.2903106889e+00  7.0968931114e-01   7.4223141119e-02
127   5.3576114003e-04   5.8887695577e+02   6.7501402797e+03  0.0000000000e+00  -1.6739961898e+03   -1.5417245007e-07   2.2978198994e+00  7.0218010065e-01   7.4283956284e-02
128   5.5095960143e-04   5.8887695577e+02   6.7494528545e+03  0.0000000000e+00  -1.6733830911e+03   -1.5170810412e-07   2.3053325651e+00  6.9466743487e-01   7.4326504300e-02
129   5.6596866803e-04   5.8887695577e+02   6.7487662355e+03  0.0000000000e+00  -1.6727708230e+03   -1.4926318613e-07   2.3128463758e+00  6.8715362425e-01   7.4350830348e-02
130   5.8077515923e-04   5.8887695577e+02   6.7480806438e+03  0.0000000000e+00  -1.6721595883e+03   -1.4683943042e-07   2.3203590310e+00  6.7964096904e-01   7.4356986972e-02
131   5.9536645219e-04   5.8887695577e+02   6.7473962968e+03  0.0000000000e+00  -1.6715495863e+03   -1.4443845237e-07   2.3278682432e+00  6.7213175679e-01   7.4345031253e-02
132   6.0973049275e-04   5.8887695577e+02   6.7467134076e+03  0.0000000000e+00  -1.6709410121e+03   -1.4206174631e-07   2.3353717402e+00  6.6462825981e-01   7.4315022810e-02
133   6.2385577932e-04   5.8887695577e+02   6.7460321849e+03  0.0000000000e+00  -1.6703340565e+03   -1.3971066813e-07   2.3428672670e+00  6.5713273300e-01   7.4267022477e-02
134   6.3773133757e-04   5.8887695577e+02   6.7453528330e+03  0.0000000000e+00  -1.6697289057e+03   -1.3738643623e-07   2.3503525885e+00  6.4964741153e-01   7.4201091423e-02
135   6.5134669173e-04   5.8887695577e+02   6.7446755513e+03  0.0000000000e+00  -1.6691257413e+03   -1.3509014386e-07   2.3578254913e+00  6.4217450872e-01   7.4117290876e-02
136   6.6469183433e-04   5.8887695577e+02   6.7440005344e+03  0.0000000000e+00  -1.6685247401e+03   -1.3282273307e-07   2.3652837861e+00  6.3471621395e-01   7.4015682291e-02
137   6.7775719600e-04   5.8887695577e+02   6.7433279722e+03  0.0000000000e+00  -1.6679260741e+03   -1.3058502589e-07   2.3727253095e+00  6.2727469050e-01   7.3896327989e-02
138   6.9053361739e-04   5.8887695577e+02   6.7426580494e+03  0.0000000000e+00  -1.6673299107e+03   -1.2837769800e-07   2.3801479265e+00  6.1985207352e-01   7.3759292075e-02
139   7.0301232505e-04   5.8887695577e+02   6.7419909460e+03  0.0000000000e+00  -1.6667364119e+03   -1.2620130447e-07   2.3875495320e+00  6.1245046796e-01   7.3604641860e-02
140   7.1518491294e-04   5.8887695577e+02   6.7413268369e+03  0.0000000000e+00  -1.6661457352e+03   -1.2405629073e-07   2.3949280535e+00  6.0507194647e-01   7.3432449369e-02
141   7.2704333031e-04   5.8887695577e+02   6.7406658918e+03  0.0000000000e+00  -1.6655580330e+03   -1.2194297565e-07   2.4022814526e+00  5.9771854741e-01   7.3242793138e-02
142   7.3857987607e-04   5.8887695577e+02   6.7400082757e+03  0.0000000000e+00  -1.6649734526e+03   -1.1986158707e-07   2.4096077273e+00  5.9039227274e-01   7.3035760093e-02
143   7.4978719940e-04   5.8887695577e+02   6.7393541483e+03  0.0000000000e+00  -1.6643921366e+03   -1.1781225206e-07   2.4169049139e+00  5.8309508605e-01   7.2811447555e-02
144   7.6065830571e-04   5.8887695577e+02   6.7387036642e+03  0.0000000000e+00  -1.6638142225e+03   -1.1579501854e-07   2.4241710895e+00  5.7582891051e-01   7.2569965178e-02
145   7.7118656726e-04   5.8887695577e+02   6.7380569733e+03  0.0000000000e+00  -1.6632398430e+03   -1.1380985524e-07   2.4314043731e+00  5.6859562689e-01   7.2311436888e-02
146   7.8136573712e-04   5.8887695577e+02   6.7374142200e+03  0.0000000000e+00  -1.6626691257e+03   -1.1185666533e-07   2.4386029284e+00  5.6139707158e-01   7.2036002760e-02
147   7.9118996574e-04   5.8887695577e+02   6.7367755437e+03  0.0000000000e+00  -1.6621021933e+03   -1.0993529002e-07   2.4457649653e+00  5.5423503469e-01   7.1743820705e-02
