#nx  ny  tilde_F(nx,ny).real()  tilde_F(nx,ny).imag()  ArgofLog.real()  ArgofLog.imag()
#Extra momentum point for pm3d corners2color c1
0  0  -3.495495029e-16  -0.6691040503  0.7843777234  -0.6202834731
0  1  -9.919208308e-17  -0.05635176394  0.9984126595  -0.05632194431
0  2  7.300050814e-17  -0.001565600424  0.9999987744  -0.001565599784
0  3  1.410745802e-16  0.8060013922  0.6923890535  0.7215243576
0  4  9.806557016e-17  0.04759518429  0.998867563  0.04757721675
0  5  -1.703589231e-17  -0.005856507787  0.9999828507  -0.005856474308
0  6  7.799641317e-17  0.07400129335  0.9972631536  0.07393377096
0  7  -4.264252904e-17  0.01701053107  0.9998553244  0.01700971072
0  8  -1.197588711e-16  0.2024705536  0.9795727641  0.201090029
0  9  -2.127135089e-16  0.9830906774  0.554453091  0.8322149782
0  10  -2.062088684e-16  0.01169280068  0.99993164  0.01169253424
0  11  -1.063707477e-17  -0.002787132181  0.9999961159  -0.002787128572
0  12  1.002268879e-16  -0.1876738657  0.9824408891  -0.1865741124
0  13  -1.470138863e-16  -0.4287870156  0.9094707386  -0.4157679348
0  14  -1.269213996e-16  -0.01495670198  0.9998881506  -0.01495614434
0  15  4.253051286e-17  -0.005788970435  0.999983244  -0.005788938102
0  16  2.673848437e-16  -0.004165230182  0.9999913254  -0.004165218138
0  17  2.935824144e-16  -0.003617847761  0.9999934556  -0.003617839869
0  18  -6.490740233e-17  -0.003527637644  0.9999937779  -0.003527630327
0  19  -3.000971294e-17  -0.003828789021  0.9999926702  -0.003828779666
0  20  -8.101271385e-17  -0.004769352049  0.9999886267  -0.004769333968
0  21  3.868675424e-16  -0.008021589566  0.9999678272  -0.008021503541
0  22  1.387413815e-16  -0.05945810745  0.9982328874  -0.05942308026
0  23  -2.099117354e-16  -0.5588485303  0.847866194  -0.5302102574
0  24  -6.699799727e-17  -0.01020093107  0.999947971  -0.01020075415
0  25  -1.188538606e-16  0.0005944704984  0.9999998233  0.0005944704634
0  26  -2.555214088e-17  0.363680505  0.9345939406  0.3557164125
0  27  -1.198073934e-16  0.8153838225  0.6855890255  0.7279887967
0  28  6.513922293e-17  0.02557531499  0.9996729695  0.02557252696
0  29  5.331883145e-17  0.07262366596  0.9973640604  0.07255984421
0  30  9.56927112e-17  0.005853495581  0.9999828683  0.005853462155
0  31  -1.481651901e-17  0.001810536148  0.999998361  0.001810535159
0  32  -4.051842723e-17  0.7151794533  0.7549755763  0.6557529101
0  33  2.983383198e-17  0.1376966649  0.9905347838  0.1372619473
0  34  -5.862111842e-18  -0.0215674917  0.9997674307  -0.0215658197
0  35  3.360741232e-16  -0.3740384454  0.9308593827  -0.365377626
0  36  3.360741232e-16  -0.3740384454  0.9308593827  -0.365377626

1  0  -2.532357485e-16  -0.05635176394  0.9984126595  -0.05632194431
1  1  -1.27951302e-16  -0.03373068742  0.9994311743  -0.03372429155
1  2  -1.473166093e-16  -0.006454180904  0.9999791718  -0.006454136094
1  3  2.771837282e-16  0.2305873917  0.9735323149  0.2285494077
1  4  4.947226479e-17  0.09745644704  0.9952548779  0.09730225065
1  5  -6.24800803e-17  -0.003472685008  0.9999939702  -0.003472678028
1  6  -2.167744205e-16  -0.05249846657  0.998622272  -0.05247435482
1  7  -1.932569803e-17  0.01163409778  0.9999323246  0.01163383534
1  8  2.662425824e-16  0.02309526862  0.9997333161  0.02309321553
1  9  4.099831786e-17  0.1295269739  0.9916231031  0.1291650935
1  10  2.24151549e-17  0.02553714204  0.9996739449  0.02553436647
1  11  -6.258405622e-17  -0.001447334875  0.9999989526  -0.00144733437
1  12  1.121040104e-16  -0.008683102556  0.9999623021  -0.008682993444
1  13  4.627459985e-16  -0.2374083775  0.9719507477  -0.2351844896
1  14  1.368390582e-16  -0.09090539763  0.995870949  -0.09078024548
1  15  -2.720027188e-16  -0.007414169672  0.9999725152  -0.007414101747
1  16  -1.531374957e-17  -0.003839688432  0.9999926284  -0.003839678997
1  17  -1.341516808e-16  -0.003020933003  0.999995437  -0.003020928408
1  18  -9.552691533e-17  -0.002782398244  0.9999961291  -0.002782394654
1  19  1.144243711e-18  -0.002872539585  0.9999958743  -0.002872535634
1  20  1.446444887e-16  -0.003367238403  0.9999943309  -0.00336723204
1  21  2.160363988e-16  -0.004967320764  0.9999876629  -0.004967300337
1  22  1.084201334e-16  -0.01630676574  0.9998670476  -0.01630604306
1  23  2.276999711e-16  -0.2885935289  0.9586451111  -0.2846042004
1  24  5.570650641e-17  -0.0343044576  0.9994116598  -0.03429772978
1  25  6.024369146e-17  -0.003178699491  0.9999949479  -0.003178694138
1  26  -1.166872861e-16  0.006488485047  0.9999789499  0.006488439519
1  27  1.362597541e-16  0.1125027136  0.9936782417  0.1122655418
1  28  -4.682932754e-18  0.05261012904  0.9986164063  0.05258586312
1  29  7.99047703e-17  0.01290739509  0.9999167007  0.0129070367
1  30  1.327794889e-16  0.0140155189  0.9999017842  0.01401506005
1  31  1.731018614e-17  -0.06378445923  0.997966461  -0.0637412173
1  32  1.301394868e-16  0.01876615378  0.9998239209  0.01876505232
1  33  7.277511928e-17  0.2750770184  0.9624042807  0.2716210606
1  34  -7.757335059e-17  0.03133702509  0.9995090356  0.03133189646
1  35  9.690866815e-17  -0.0215674917  0.9997674307  -0.0215658197
1  36  9.690866815e-17  -0.0215674917  0.9997674307  -0.0215658197

2  0  2.665356739e-17  -0.001565600424  0.9999987744  -0.001565599784
2  1  -1.170674794e-16  -0.006454180904  0.9999791718  -0.006454136094
2  2  1.97045325e-16  0.006273095136  0.9999803242  0.006273053993
2  3  7.198547991e-17  0.3320584511  0.945373313  0.3259897224
2  4  2.854739646e-16  0.09999813581  0.9950043514  0.09983156177
2  5  7.740875088e-17  -0.002832345239  0.9999959889  -0.002832341452
2  6  3.144232905e-16  -0.4662005234  0.8932825796  -0.4494955318
2  7  -8.544049892e-17  -0.008688257314  0.9999622573  -0.008688148008
2  8  6.840627797e-17  0.01070039802  0.9999427513  0.01070019383
2  9  2.988277214e-17  0.03211401943  0.9994843892  0.03210849979
2  10  -1.613028051e-16  0.0183143242  0.9998322975  0.01831330041
2  11  -1.195042162e-16  -0.001982747688  0.9999980344  -0.001982746389
2  12  1.22439428e-16  -0.004467419356  0.9999900211  -0.004467404496
2  13  4.509520637e-16  -0.01412286345  0.999900274  -0.01412239397
2  14  6.947307979e-17  -0.08723877649  0.9961971107  -0.08712816196
2  15  1.307920702e-16  -0.01735894756  0.9998493373  -0.01735807577
2  16  1.761568967e-16  -0.002821497721  0.9999960196  -0.002821493977
2  17  -1.728565836e-16  -0.00176708027  0.9999984387  -0.001767079351
2  18  1.595309628e-16  -0.001513789927  0.9999988542  -0.001513789349
2  19  2.67228663e-16  -0.001488486402  0.9999988922  -0.001488485853
2  20  -3.975686612e-17  -0.001660891563  0.9999986207  -0.0016608908
2  21  7.597167887e-17  -0.002269954926  0.9999974237  -0.002269952977
2  22  -2.117539442e-17  -0.005816106058  0.9999830865  -0.005816073268
2  23  -1.732610774e-17  -0.07506152006  0.9971842065  -0.07499105425
2  24  2.719914946e-17  -0.03627108415  0.9993422763  -0.03626313168
2  25  6.39543727e-18  -0.004963379198  0.9999876825  -0.004963358819
2  26  -2.893484819e-16  -0.003413344008  0.9999941745  -0.00341333738
2  27  -1.69484464e-16  0.007110840144  0.9999747181  0.007110780218
2  28  -1.907643769e-16  0.03286375131  0.9994600355  0.03285783601
2  29  -1.129596331e-16  0.01684371974  0.9998581479  0.01684292329
2  30  -1.931938663e-17  0.007144311369  0.9999744795  0.007144250594
2  31  1.967667531e-16  -0.2951485164  0.9567589521  -0.2908819477
2  32  -3.187368022e-16  -0.1851396771  0.9829105479  -0.1840838254
2  33  -2.757295506e-16  0.02152394086  0.9997683689  0.02152227896
2  34  -1.314713333e-16  0.2750770184  0.9624042807  0.2716210606
2  35  -3.946808618e-18  0.1376966649  0.9905347838  0.1372619473
2  36  -3.946808618e-18  0.1376966649  0.9905347838  0.1372619473

3  0  1.460210335e-16  0.8060013922  0.6923890534  0.7215243576
3  1  2.705222097e-17  0.2305873917  0.9735323149  0.2285494077
3  2  5.270028046e-17  0.3320584511  0.945373313  0.3259897224
3  3  8.012024006e-17  1.34288255  0.2259457438  0.9741398877
3  4  2.062195494e-17  0.06361594088  0.9979771884  0.06357304074
3  5  -1.112800493e-17  -0.003048443554  0.9999953535  -0.003048438833
3  6  -8.503516935e-17  -1.288072185  0.2789726712  -0.9602990413
3  7  -1.53883367e-16  -0.03253320364  0.999470842  -0.03252746503
3  8  -1.187072551e-16  0.007534076943  0.999971619  0.007534005668
3  9  -1.061553084e-16  0.01493917689  0.9998884126  0.01493862121
3  10  4.643322928e-17  0.009464515511  0.9999552118  0.009464374211
3  11  -2.896512125e-17  -0.004316931024  0.9999906821  -0.004316917616
3  12  3.869715704e-17  -0.006588287473  0.9999782973  -0.006588239812
3  13  1.274407961e-16  -0.005735612615  0.9999835514  -0.005735581168
3  14  -2.225550565e-17  -0.01005764437  0.9999494223  -0.0100574748
3  15  -1.596237578e-16  -0.01012838241  0.9999487084  -0.01012820924
3  16  1.627149551e-16  0.003248966749  0.9999947221  0.003248961033
