#nx  ny  tilde_F(nx,ny).real()  tilde_F(nx,ny).imag()  ArgofLog.real()  ArgofLog.imag()
#Extra momentum point for pm3d corners2color c1
0  0  2.413255938e-17  -0.6771855091  0.7793393689  -0.6266020652
0  1  2.542353943e-16  -0.08754084813  0.9961707463  -0.08742908087
0  2  2.73054023e-16  -0.04668820726  0.9989103036  -0.04667124737
0  3  8.497521603e-17  -0.03243906655  0.9994738996  -0.03243337761
0  4  -1.191350559e-16  -0.0219487681  0.9997591355  -0.02194700585
0  5  -1.695720985e-16  -0.01882252014  0.9998228616  -0.01882140873
0  6  -6.626743498e-17  0.06724430238  0.9977399537  0.06719363633
0  7  2.779593382e-16  0.01794563298  0.9998389814  0.01794466978
0  8  1.170838498e-16  0.2104994039  0.9779266871  0.2089483063
0  9  4.092632873e-16  0.2296757842  0.9737402577  0.2276618335
0  10  5.228036188e-17  0.02790151901  0.9996107779  0.02789789895
0  11  5.557027951e-17  0.008560321005  0.9999633607  0.008560216456
0  12  3.224064491e-16  -0.1739328651  0.984911775  -0.1730572026
0  13  5.531106894e-17  -0.4325427603  0.9079028098  -0.4191807343
0  14  -2.788562669e-17  -0.01938227376  0.9998121696  -0.01938106022
0  15  6.281292639e-17  -0.01983286843  0.9998033351  -0.01983156827
0  16  -1.955314503e-16  -0.0340943567  0.9994188437  -0.03408775173
0  17  1.41137652e-16  -0.04289887581  0.9990799843  -0.04288571912
0  18  -5.166246848e-17  -0.04309468929  0.9990715676  -0.04308135163
0  19  -7.564601931e-17  -0.0403492164  0.9991860808  -0.04033826881
0  20  -6.352288424e-17  -0.0263157976  0.9996537594  -0.02631276033
0  21  -1.116925399e-16  -0.0159517898  0.9998727729  -0.0159511133
0  22  2.227678874e-17  -0.05957082217  0.9982261832  -0.05953559543
0  23  5.053042421e-17  -0.5532177249  0.8508382479  -0.5254277077
0  24  1.160142534e-16  -0.002383900523  0.9999971585  -0.002383898265
0  25  2.641307126e-16  0.01484246037  0.9998898527  0.01484191541
0  26  -1.798338274e-16  0.07645617546  0.9970786501  0.0763817092
0  27  -2.849828579e-16  0.344101812  0.9413788372  0.3373512782
0  28  -1.589526386e-16  0.04912454045  0.9987936324  0.04910478477
0  29  1.940394624e-16  0.07281924214  0.9973498504  0.07275490347
0  30  3.695086457e-16  -0.008792265427  0.9999613483  -0.008792152148
0  31  6.879383386e-17  -0.01925686784  0.9998145923  -0.0192556777
0  32  6.184284496e-17  -0.02660716099  0.9996460504  -0.02660402172
0  33  1.778077007e-16  -0.03936742277  0.9992252031  -0.03935725499
0  34  6.01854209e-17  -0.05878956648  0.9982723911  -0.05875570746
