#iter   OP_diff   mu  QuantEnergy.real  .imag  ClassEnergy.real  .imag  Total_n_up    Total_n_dn   Energy_diff
101   4.7551091065e-06   5.3012714807e+01   5.5432308054e+02  0.0000000000e+00  -2.1851930099e+02   4.4411480579e-10   1.4766437787e+00  1.5233562213e+00   1.0727935654e-04
102   4.7045467511e-06   5.3012714807e+01   5.5432281701e+02  0.0000000000e+00  -2.1851914121e+02   4.5299378784e-10   1.4767235076e+00  1.5232764924e+00   1.0374308772e-04
103   4.6476813255e-06   5.3012714807e+01   5.5432256145e+02  0.0000000000e+00  -2.1851898599e+02   4.6181121870e-10   1.4768031238e+00  1.5231968762e+00   1.0034419347e-04
104   4.5861264402e-06   5.3012714807e+01   5.5432231378e+02  0.0000000000e+00  -2.1851883539e+02   4.7056731039e-10   1.4768826352e+00  1.5231173648e+00   9.7073481015e-05
105   4.5211700879e-06   5.3012714807e+01   5.5432207387e+02  0.0000000000e+00  -2.1851868940e+02   4.7926084074e-10   1.4769620490e+00  1.5230379510e+00   9.3922426913e-05
106   4.4568871321e-06   5.3012714807e+01   5.5432184172e+02  0.0000000000e+00  -2.1851854814e+02   4.8788891954e-10   1.4770413697e+00  1.5229586303e+00   9.0886175940e-05
107   4.3998362381e-06   5.3012714807e+01   5.5432161514e+02  0.0000000000e+00  -2.1851840953e+02   4.9644707034e-10   1.4771205998e+00  1.5228794002e+00   8.7964577915e-05
108   4.3494646021e-06   5.3012714807e+01   5.5432139451e+02  0.0000000000e+00  -2.1851827405e+02   5.0493372712e-10   1.4771997402e+00  1.5228002598e+00   8.5155727504e-05
109   4.3017281650e-06   5.3012714807e+01   5.5432118103e+02  0.0000000000e+00  -2.1851814303e+02   5.1334828423e-10   1.4772787903e+00  1.5227212097e+00   8.2456401572e-05
110   4.2529614193e-06   5.3012714807e+01   5.5432097531e+02  0.0000000000e+00  -2.1851801717e+02   5.2168929332e-10   1.4773577475e+00  1.5226422525e+00   7.9862769553e-05
111   4.2011901686e-06   5.3012714807e+01   5.5432077713e+02  0.0000000000e+00  -2.1851789636e+02   5.2995480628e-10   1.4774366073e+00  1.5225633927e+00   7.7370823192e-05
112   4.1459099715e-06   5.3012714807e+01   5.5432058583e+02  0.0000000000e+00  -2.1851778004e+02   5.3814202307e-10   1.4775153633e+00  1.5224846367e+00   7.4976569863e-05
113   4.0874586411e-06   5.3012714807e+01   5.5432040068e+02  0.0000000000e+00  -2.1851766756e+02   5.4624806933e-10   1.4775940075e+00  1.5224059925e+00   7.2676131367e-05
114   4.0265024219e-06   5.3012714807e+01   5.5432022105e+02  0.0000000000e+00  -2.1851755840e+02   5.5427091489e-10   1.4776725304e+00  1.5223274696e+00   7.0465765702e-05
115   3.9637434607e-06   5.3012714807e+01   5.5432004650e+02  0.0000000000e+00  -2.1851745219e+02   5.6220900530e-10   1.4777509219e+00  1.5222490781e+00   6.8341864335e-05
116   3.8997968641e-06   5.3012714807e+01   5.5431987673e+02  0.0000000000e+00  -2.1851734872e+02   5.7006105185e-10   1.4778291713e+00  1.5221708287e+00   6.6300948561e-05
117   3.8351616084e-06   5.3012714807e+01   5.5431971154e+02  0.0000000000e+00  -2.1851724787e+02   5.7782677364e-10   1.4779072680e+00  1.5220927320e+00   6.4339635173e-05
118   3.7702309467e-06   5.3012714807e+01   5.5431955079e+02  0.0000000000e+00  -2.1851714958e+02   5.8550663460e-10   1.4779852016e+00  1.5220147984e+00   6.2454629415e-05
119   3.7053132756e-06   5.3012714807e+01   5.5431939437e+02  0.0000000000e+00  -2.1851705380e+02   5.9310073875e-10   1.4780629623e+00  1.5219370377e+00   6.0642713379e-05
120   3.6406515421e-06   5.3012714807e+01   5.5431924217e+02  0.0000000000e+00  -2.1851696051e+02   6.0061040235e-10   1.4781405414e+00  1.5218594586e+00   5.8900721683e-05
121   3.5764380847e-06   5.3012714807e+01   5.5431909409e+02  0.0000000000e+00  -2.1851686964e+02   6.0803638268e-10   1.4782179307e+00  1.5217820693e+00   5.7225555508e-05
122   3.5128253113e-06   5.3012714807e+01   5.5431895000e+02  0.0000000000e+00  -2.1851678117e+02   6.1537979628e-10   1.4782951234e+00  1.5217048766e+00   5.5614161226e-05
123   3.4499334593e-06   5.3012714807e+01   5.5431880980e+02  0.0000000000e+00  -2.1851669503e+02   6.2264193802e-10   1.4783721135e+00  1.5216278865e+00   5.4063548760e-05
124   3.3878565235e-06   5.3012714807e+01   5.5431867336e+02  0.0000000000e+00  -2.1851661117e+02   6.2982416628e-10   1.4784488963e+00  1.5215511037e+00   5.2570789308e-05
125   3.3266670380e-06   5.3012714807e+01   5.5431854058e+02  0.0000000000e+00  -2.1851652952e+02   6.3692755713e-10   1.4785254678e+00  1.5214745322e+00   5.1133020918e-05
126   3.2664200815e-06   5.3012714807e+01   5.5431841133e+02  0.0000000000e+00  -2.1851645001e+02   6.4395311600e-10   1.4786018249e+00  1.5213981751e+00   4.9747460878e-05
127   3.2072334592e-06   5.3012714807e+01   5.5431828551e+02  0.0000000000e+00  -2.1851637260e+02   6.5090167677e-10   1.4786779652e+00  1.5213220348e+00   4.8411499165e-05
