#nx  ny  tilde_F(nx,ny).real()  tilde_F(nx,ny).imag()  ArgofLog.real()  ArgofLog.imag()
#Extra momentum point for pm3d corners2color c1
0  0  -2.89514789e-16  0.5920454933  0.8298009088  0.5580595414
0  1  -1.388385279e-16  0.4537662079  0.8988025495  0.4383537123
0  2  3.060200408e-18  -0.01341843368  0.9999099742  -0.01341803101
0  3  -3.055729433e-16  0.06306596233  0.9980120012  0.0630241651
0  4  -3.765026995e-17  0.3414909746  0.9422563971  0.3348923442
0  5  -3.316913483e-16  0.3972239873  0.9221384739  0.3868599681
0  6  -3.316913483e-16  0.3972239873  0.9221384739  0.3868599681

1  0  -1.041323227e-16  -0.3481110834  0.940018742  -0.3411228001
1  1  6.381584544e-17  0.08788661323  0.9961404568  0.08777351672
1  2  -9.067824592e-17  0.003718996697  0.9999930845  0.003718988124
1  3  -1.018783689e-16  -0.03898509396  0.9992401775  -0.03897521954
1  4  3.005933518e-16  0.1232326381  0.9924164629  0.1229209672
1  5  -2.554855752e-16  0.2232659503  0.9751795188  0.2214156862
1  6  -2.554855752e-16  0.2232659503  0.9751795188  0.2214156862

2  0  -1.053600743e-16  0.07104648487  0.9974772599  0.07098673088
2  1  -6.533997393e-17  0.3402286048  0.9426784041  0.3337026017
2  2  -1.505965531e-16  0.2088739266  0.9782650357  0.2073584333
2  3  -3.189236859e-17  -0.004437085908  0.9999901562  -0.004437071349
2  4  -1.585889595e-16  0.02117576153  0.9997758019  0.02117417898
2  5  -8.216516778e-17  -0.01448131527  0.9998951476  -0.01448080913
2  6  -8.216516778e-17  -0.01448131527  0.9998951476  -0.01448080913

3  0  2.630682748e-16  0.2407416435  0.9711614171  0.2384229475
3  1  3.328250755e-17  -0.03087158462  0.9995235105  -0.03086668114
3  2  2.107719569e-16  0.1415668614  0.9899961361  0.1410944739
3  3  -1.035383651e-16  0.2253320515  0.9747199705  0.2234300316
3  4  -2.022477185e-16  0.05779947525  0.9983300753  0.05776729807
3  5  -7.809415342e-17  0.1718199983  0.9852752232  0.1709758305
3  6  -7.809415342e-17  0.1718199983  0.9852752232  0.1709758305

4  0  1.971211826e-16  -0.02634171649  0.999653077  -0.02633867024
4  1  1.870189365e-16  -0.005793313863  0.9999832188  -0.005793281457
4  2  -4.87260855e-17  0.02407388388  0.9997102381  0.0240715586
4  3  -2.792560644e-16  -0.05296007834  0.9985979428  -0.052935325
4  4  1.680924598e-16  0.2316676763  0.9732848485  0.2296009662
4  5  3.43604433e-16  0.07667702767  0.9970617567  0.07660191437
4  6  3.43604433e-16  0.07667702767  0.9970617567  0.07660191437

5  0  1.550103942e-17  0.261664793  0.9659606532  0.2586890342
5  1  3.002810784e-16  0.5242088049  0.865720228  0.5005282078
5  2  2.524444404e-17  0.1515830186  0.9885332758  0.1510031876
5  3  -2.469445202e-16  0.3593930918  0.9361104494  0.3517061649
5  4  -2.191277272e-16  -0.2801677077  0.9610090778  -0.276516821
5  5  -6.471781117e-17  1.073341948  0.4771899951  0.8788001528
5  6  -6.471781117e-17  1.073341948  0.4771899951  0.8788001528

6  0  1.550103942e-17  0.261664793  0.4771899951  0.8788001528
6  1  1.870189365e-16  -0.005793313863  0.4771899951  0.8788001528
6  2  2.107719569e-16  0.1415668614  0.4771899951  0.8788001528
6  3  -3.189236859e-17  -0.004437085908  0.4771899951  0.8788001528
6  4  3.005933518e-16  0.1232326381  0.4771899951  0.8788001528
6  5  -3.316913483e-16  0.3972239873  0.4771899951  0.8788001528
6  6  -3.316913483e-16  0.3972239873  0.4771899951  0.8788001528

#Chern no*2pi*Iota= -1.380582223e-15  5.651324462
