#omega  DOS(omega)
667.136   0.014226
667.146   0.0141925
667.156   0.0141592
667.166   0.014126
667.176   0.0140929
667.186   0.0140599
667.196   0.0140271
667.206   0.0139944
667.216   0.0139618
667.226   0.0139293
667.236   0.013897
667.246   0.0138648
667.256   0.0138327
667.266   0.0138007
667.276   0.0137688
667.286   0.0137371
667.296   0.0137054
667.306   0.0136739
667.316   0.0136425
667.326   0.0136113
667.336   0.0135801
667.346   0.0135491
667.356   0.0135181
667.366   0.0134873
667.376   0.0134566
667.386   0.013426
667.396   0.0133955
667.406   0.0133652
667.416   0.0133349
667.426   0.0133048
667.436   0.0132747
667.446   0.0132448
667.456   0.013215
667.466   0.0131853
667.476   0.0131557
667.486   0.0131262
667.496   0.0130968
667.506   0.0130675
667.516   0.0130384
667.526   0.0130093
667.536   0.0129803
667.546   0.0129515
667.556   0.0129227
667.566   0.0128941
667.576   0.0128655
667.586   0.0128371
667.596   0.0128088
667.606   0.0127805
667.616   0.0127524
667.626   0.0127243
667.636   0.0126964
667.646   0.0126686
667.656   0.0126408
667.666   0.0126132
667.676   0.0125857
667.686   0.0125582
667.696   0.0125309
667.706   0.0125036
667.716   0.0124765
667.726   0.0124494
667.736   0.0124224
667.746   0.0123956
667.756   0.0123688
667.766   0.0123421
667.776   0.0123155
667.786   0.0122891
667.796   0.0122627
667.806   0.0122364
667.816   0.0122101
667.826   0.012184
667.836   0.012158
667.846   0.0121321
667.856   0.0121062
667.866   0.0120805
667.876   0.0120548
667.886   0.0120292
667.896   0.0120037
667.906   0.0119783
667.916   0.011953
667.926   0.0119278
667.936   0.0119026
667.946   0.0118776
667.956   0.0118526
667.966   0.0118277
667.976   0.0118029
667.986   0.0117782
667.996   0.0117536
668.006   0.0117291
668.016   0.0117046
668.026   0.0116802
668.036   0.011656
668.046   0.0116317
668.056   0.0116076
668.066   0.0115836
668.076   0.0115596
668.086   0.0115357
668.096   0.0115119
668.106   0.0114882
668.116   0.0114646
668.126   0.011441
668.136   0.0114176
668.146   0.0113942
668.156   0.0113708
668.166   0.0113476
668.176   0.0113244
668.186   0.0113014
668.196   0.0112784
668.206   0.0112554
668.216   0.0112326
668.226   0.0112098
668.236   0.0111871
668.246   0.0111645
668.256   0.0111419
668.266   0.0111195
668.276   0.0110971
668.286   0.0110747
668.296   0.0110525
668.306   0.0110303
668.316   0.0110082
668.326   0.0109862
668.336   0.0109642
668.346   0.0109424
668.356   0.0109205
668.366   0.0108988
668.376   0.0108771
668.386   0.0108555
668.396   0.010834
668.406   0.0108126
668.416   0.0107912
668.426   0.0107699
668.436   0.0107486
668.446   0.0107275
668.456   0.0107064
668.466   0.0106853
668.476   0.0106644
668.486   0.0106435
668.496   0.0106226
668.506   0.0106019
668.516   0.0105812
668.526   0.0105605
668.536   0.01054
668.546   0.0105195
668.556   0.0104991
668.566   0.0104787
668.576   0.0104584
668.586   0.0104382
668.596   0.010418
668.606   0.0103979
668.616   0.0103779
668.626   0.0103579
668.636   0.010338
668.646   0.0103182
668.656   0.0102984
668.666   0.0102787
668.676   0.010259
668.686   0.0102394
668.696   0.0102199
668.706   0.0102004
668.716   0.010181
668.726   0.0101617
668.736   0.0101424
668.746   0.0101232
668.756   0.0101041
668.766   0.010085
668.776   0.0100659
668.786   0.010047
668.796   0.010028
668.806   0.0100092
668.816   0.00999039
668.826   0.00997166
668.836   0.00995298
668.846   0.00993437
668.856   0.00991581
668.866   0.00989731
668.876   0.00987887
668.886   0.00986048
668.896   0.00984216
668.906   0.00982389
668.916   0.00980568
668.926   0.00978752
668.936   0.00976942
668.946   0.00975138
668.956   0.0097334
668.966   0.00971547
668.976   0.0096976
668.986   0.00967978
668.996   0.00966202
669.006   0.00964431
669.016   0.00962666
669.026   0.00960906
669.036   0.00959152
669.046   0.00957403
669.056   0.0095566
669.066   0.00953922
669.076   0.00952189
669.086   0.00950462
669.096   0.0094874
669.106   0.00947023
669.116   0.00945311
669.126   0.00943605
669.136   0.00941904
669.146   0.00940209
669.156   0.00938518
669.166   0.00936833
669.176   0.00935153
669.186   0.00933478
669.196   0.00931808
669.206   0.00930143
669.216   0.00928483
669.226   0.00926828
669.236   0.00925179
669.246   0.00923534
669.256   0.00921894
669.266   0.0092026
669.276   0.0091863
669.286   0.00917005
669.296   0.00915385
669.306   0.00913771
669.316   0.0091216
669.326   0.00910555
669.336   0.00908955
669.346   0.00907359
669.356   0.00905769
669.366   0.00904183
669.376   0.00902602
669.386   0.00901025
669.396   0.00899454
669.406   0.00897887
669.416   0.00896324
669.426   0.00894767
669.436   0.00893214
669.446   0.00891666
669.456   0.00890122
669.466   0.00888583
669.476   0.00887049
669.486   0.00885519
669.496   0.00883993
669.506   0.00882473
669.516   0.00880956
669.526   0.00879445
669.536   0.00877937
669.546   0.00876435
669.556   0.00874936
669.566   0.00873443
669.576   0.00871953
669.586   0.00870468
669.596   0.00868987
669.606   0.00867511
669.616   0.00866039
669.626   0.00864572
669.636   0.00863108
669.646   0.00861649
669.656   0.00860195
669.666   0.00858744
669.676   0.00857298
669.686   0.00855856
669.696   0.00854419
669.706   0.00852985
669.716   0.00851556
669.726   0.00850131
669.736   0.0084871
669.746   0.00847293
669.756   0.00845881
669.766   0.00844472
669.776   0.00843068
669.786   0.00841668
669.796   0.00840271
669.806   0.00838879
669.816   0.00837491
669.826   0.00836107
669.836   0.00834727
669.846   0.00833351
669.856   0.00831979
669.866   0.00830611
669.876   0.00829247
669.886   0.00827887
669.896   0.0082653
669.906   0.00825178
669.916   0.0082383
669.926   0.00822485
669.936   0.00821144
669.946   0.00819808
669.956   0.00818475
669.966   0.00817145
669.976   0.0081582
669.986   0.00814499
669.996   0.00813181
670.006   0.00811867
670.016   0.00810557
670.026   0.0080925
670.036   0.00807948
670.046   0.00806649
670.056   0.00805354
670.066   0.00804062
670.076   0.00802774
670.086   0.0080149
670.096   0.00800209
670.106   0.00798932
670.116   0.00797659
670.126   0.0079639
670.136   0.00795124
670.146   0.00793861
670.156   0.00792602
670.166   0.00791347
670.176   0.00790095
670.186   0.00788847
670.196   0.00787602
670.206   0.00786361
670.216   0.00785124
670.226   0.00783889
670.236   0.00782659
670.246   0.00781432
670.256   0.00780208
670.266   0.00778988
670.276   0.00777771
670.286   0.00776557
670.296   0.00775347
670.306   0.00774141
670.316   0.00772938
670.326   0.00771738
670.336   0.00770541
670.346   0.00769348
670.356   0.00768158
670.366   0.00766972
670.376   0.00765789
670.386   0.00764609
670.396   0.00763433
670.406   0.00762259
670.416   0.00761089
670.426   0.00759923
670.436   0.00758759
670.446   0.00757599
670.456   0.00756442
670.466   0.00755288
670.476   0.00754138
670.486   0.0075299
670.496   0.00751846
670.506   0.00750705
670.516   0.00749567
670.526   0.00748433
670.536   0.00747301
670.546   0.00746173
670.556   0.00745048
670.566   0.00743925
670.576   0.00742806
670.586   0.0074169
670.596   0.00740577
670.606   0.00739468
670.616   0.00738361
670.626   0.00737257
670.636   0.00736157
670.646   0.00735059
670.656   0.00733964
670.666   0.00732873
670.676   0.00731784
670.686   0.00730698
670.696   0.00729616
670.706   0.00728536
670.716   0.00727459
670.726   0.00726386
670.736   0.00725315
670.746   0.00724247
670.756   0.00723182
670.766   0.0072212
670.776   0.00721061
670.786   0.00720005
670.796   0.00718951
670.806   0.00717901
670.816   0.00716853
670.826   0.00715809
670.836   0.00714767
670.846   0.00713728
670.856   0.00712691
670.866   0.00711658
670.876   0.00710627
670.886   0.00709599
670.896   0.00708574
670.906   0.00707552
670.916   0.00706533
670.926   0.00705516
670.936   0.00704502
670.946   0.00703491
670.956   0.00702482
670.966   0.00701477
670.976   0.00700474
670.986   0.00699473
670.996   0.00698476
671.006   0.00697481
671.016   0.00696489
671.026   0.00695499
671.036   0.00694512
671.046   0.00693528
671.056   0.00692547
671.066   0.00691568
671.076   0.00690592
671.086   0.00689618
671.096   0.00688647
671.106   0.00687679
671.116   0.00686713
671.126   0.0068575
671.136   0.00684789
671.146   0.00683831
671.156   0.00682876
671.166   0.00681923
671.176   0.00680972
671.186   0.00680025
671.196   0.00679079
671.206   0.00678137
671.216   0.00677196
671.226   0.00676259
671.236   0.00675324
671.246   0.00674391
671.256   0.00673461
671.266   0.00672533
671.276   0.00671608
671.286   0.00670685
671.296   0.00669765
671.306   0.00668847
671.316   0.00667932
671.326   0.00667019
671.336   0.00666108
671.346   0.006652
671.356   0.00664295
671.366   0.00663391
671.376   0.00662491
671.386   0.00661592
671.396   0.00660696
671.406   0.00659802
671.416   0.00658911
671.426   0.00658022
671.436   0.00657136
671.446   0.00656252
671.456   0.0065537
671.466   0.0065449
671.476   0.00653613
671.486   0.00652738
671.496   0.00651866
671.506   0.00650995
671.516   0.00650127
671.526   0.00649262
671.536   0.00648398
671.546   0.00647537
671.556   0.00646679
671.566   0.00645822
671.576   0.00644968
671.586   0.00644116
671.596   0.00643266
671.606   0.00642419
671.616   0.00641573
671.626   0.0064073
671.636   0.0063989
671.646   0.00639051
671.656   0.00638215
671.666   0.00637381
671.676   0.00636549
671.686   0.00635719
671.696   0.00634891
671.706   0.00634066
671.716   0.00633243
671.726   0.00632422
671.736   0.00631603
671.746   0.00630786
671.756   0.00629971
671.766   0.00629159
671.776   0.00628349
671.786   0.0062754
671.796   0.00626734
671.806   0.0062593
671.816   0.00625129
671.826   0.00624329
671.836   0.00623531
671.846   0.00622736
671.856   0.00621942
671.866   0.00621151
671.876   0.00620362
671.886   0.00619574
671.896   0.00618789
671.906   0.00618006
671.916   0.00617225
671.926   0.00616446
671.936   0.00615669
671.946   0.00614894
671.956   0.00614121
671.966   0.0061335
671.976   0.00612582
671.986   0.00611815
671.996   0.0061105
672.006   0.00610287
672.016   0.00609526
672.026   0.00608767
672.036   0.00608011
672.046   0.00607256
672.056   0.00606503
672.066   0.00605752
672.076   0.00605003
672.086   0.00604256
672.096   0.00603511
672.106   0.00602768
672.116   0.00602027
672.126   0.00601287
672.136   0.0060055
672.146   0.00599815
672.156   0.00599081
672.166   0.0059835
672.176   0.0059762
672.186   0.00596892
672.196   0.00596167
672.206   0.00595443
672.216   0.00594721
672.226   0.00594
672.236   0.00593282
672.246   0.00592566
672.256   0.00591851
672.266   0.00591139
672.276   0.00590428
672.286   0.00589719
672.296   0.00589012
672.306   0.00588307
672.316   0.00587603
672.326   0.00586902
672.336   0.00586202
672.346   0.00585504
672.356   0.00584808
672.366   0.00584114
672.376   0.00583421
672.386   0.0058273
672.396   0.00582042
672.406   0.00581355
672.416   0.00580669
672.426   0.00579986
672.436   0.00579304
672.446   0.00578624
672.456   0.00577946
672.466   0.0057727
672.476   0.00576595
672.486   0.00575922
672.496   0.00575251
672.506   0.00574582
672.516   0.00573914
672.526   0.00573248
672.536   0.00572584
672.546   0.00571922
672.556   0.00571261
672.566   0.00570602
672.576   0.00569945
672.586   0.0056929
672.596   0.00568636
672.606   0.00567984
672.616   0.00567333
672.626   0.00566685
672.636   0.00566038
672.646   0.00565392
672.656   0.00564749
672.666   0.00564107
672.676   0.00563467
672.686   0.00562828
672.696   0.00562191
672.706   0.00561556
672.716   0.00560922
672.726   0.00560291
672.736   0.0055966
672.746   0.00559032
672.756   0.00558405
672.766   0.00557779
672.776   0.00557156
672.786   0.00556534
672.796   0.00555913
672.806   0.00555294
672.816   0.00554677
672.826   0.00554062
672.836   0.00553448
672.846   0.00552835
672.856   0.00552225
672.866   0.00551616
672.876   0.00551008
672.886   0.00550402
672.896   0.00549798
672.906   0.00549195
672.916   0.00548594
672.926   0.00547994
672.936   0.00547396
672.946   0.005468
672.956   0.00546205
672.966   0.00545611
672.976   0.0054502
672.986   0.0054443
672.996   0.00543841
673.006   0.00543254
673.016   0.00542668
673.026   0.00542084
673.036   0.00541502
673.046   0.00540921
673.056   0.00540341
673.066   0.00539763
673.076   0.00539187
673.086   0.00538612
673.096   0.00538039
673.106   0.00537467
673.116   0.00536897
673.126   0.00536328
673.136   0.00535761
673.146   0.00535195
673.156   0.00534631
673.166   0.00534068
673.176   0.00533506
673.186   0.00532947
673.196   0.00532388
673.206   0.00531831
673.216   0.00531276
673.226   0.00530722
673.236   0.0053017
673.246   0.00529619
673.256   0.00529069
673.266   0.00528521
673.276   0.00527975
673.286   0.00527429
673.296   0.00526886
673.306   0.00526343
673.316   0.00525803
673.326   0.00525263
673.336   0.00524725
673.346   0.00524189
673.356   0.00523654
673.366   0.0052312
673.376   0.00522588
673.386   0.00522057
673.396   0.00521528
673.406   0.00521
673.416   0.00520473
673.426   0.00519948
673.436   0.00519424
673.446   0.00518902
673.456   0.00518381
673.466   0.00517862
673.476   0.00517344
673.486   0.00516827
673.496   0.00516312
673.506   0.00515798
673.516   0.00515285
673.526   0.00514774
673.536   0.00514264
673.546   0.00513756
673.556   0.00513248
673.566   0.00512743
673.576   0.00512238
673.586   0.00511736
673.596   0.00511234
673.606   0.00510734
673.616   0.00510235
673.626   0.00509737
673.636   0.00509241
673.646   0.00508746
673.656   0.00508253
673.666   0.00507761
673.676   0.0050727
673.686   0.0050678
673.696   0.00506292
673.706   0.00505805
673.716   0.0050532
673.726   0.00504836
673.736   0.00504353
673.746   0.00503871
673.756   0.00503391
673.766   0.00502912
673.776   0.00502435
673.786   0.00501958
673.796   0.00501483
673.806   0.0050101
673.816   0.00500537
673.826   0.00500066
673.836   0.00499597
673.846   0.00499128
673.856   0.00498661
673.866   0.00498195
673.876   0.00497731
673.886   0.00497267
673.896   0.00496805
673.906   0.00496345
673.916   0.00495885
673.926   0.00495427
673.936   0.0049497
673.946   0.00494514
673.956   0.0049406
673.966   0.00493607
673.976   0.00493155
673.986   0.00492704
673.996   0.00492255
674.006   0.00491807
674.016   0.0049136
674.026   0.00490915
674.036   0.0049047
674.046   0.00490027
674.056   0.00489586
674.066   0.00489145
674.076   0.00488706
674.086   0.00488268
674.096   0.00487831
674.106   0.00487395
674.116   0.00486961
674.126   0.00486528
674.136   0.00486096
674.146   0.00485665
674.156   0.00485236
674.166   0.00484807
674.176   0.0048438
674.186   0.00483954
674.196   0.0048353
674.206   0.00483106
674.216   0.00482684
674.226   0.00482263
674.236   0.00481844
674.246   0.00481425
674.256   0.00481008
674.266   0.00480592
674.276   0.00480177
674.286   0.00479763
674.296   0.0047935
674.306   0.00478939
674.316   0.00478529
674.326   0.0047812
674.336   0.00477712
674.346   0.00477305
674.356   0.004769
674.366   0.00476496
674.376   0.00476093
674.386   0.00475691
674.396   0.0047529
674.406   0.00474891
674.416   0.00474492
674.426   0.00474095
674.436   0.00473699
674.446   0.00473304
674.456   0.00472911
674.466   0.00472518
674.476   0.00472127
674.486   0.00471737
674.496   0.00471348
674.506   0.0047096
674.516   0.00470573
674.526   0.00470187
674.536   0.00469803
674.546   0.0046942
674.556   0.00469038
674.566   0.00468657
674.576   0.00468277
674.586   0.00467898
674.596   0.0046752
674.606   0.00467144
674.616   0.00466769
674.626   0.00466395
674.636   0.00466022
674.646   0.0046565
674.656   0.00465279
674.666   0.00464909
674.676   0.00464541
674.686   0.00464174
674.696   0.00463807
674.706   0.00463442
674.716   0.00463078
674.726   0.00462715
674.736   0.00462354
674.746   0.00461993
674.756   0.00461634
674.766   0.00461275
674.776   0.00460918
674.786   0.00460562
674.796   0.00460207
674.806   0.00459853
674.816   0.004595
674.826   0.00459148
674.836   0.00458798
674.846   0.00458448
674.856   0.004581
674.866   0.00457752
674.876   0.00457406
674.886   0.00457061
674.896   0.00456717
674.906   0.00456374
674.916   0.00456032
674.926   0.00455691
674.936   0.00455352
674.946   0.00455013
674.956   0.00454676
674.966   0.00454339
674.976   0.00454004
674.986   0.0045367
674.996   0.00453337
675.006   0.00453005
675.016   0.00452674
675.026   0.00452344
675.036   0.00452015
675.046   0.00451687
675.056   0.0045136
675.066   0.00451035
675.076   0.0045071
675.086   0.00450387
675.096   0.00450065
675.106   0.00449743
675.116   0.00449423
675.126   0.00449104
675.136   0.00448786
675.146   0.00448469
675.156   0.00448153
675.166   0.00447838
675.176   0.00447524
675.186   0.00447211
675.196   0.00446899
675.206   0.00446589
675.216   0.00446279
675.226   0.00445971
675.236   0.00445663
675.246   0.00445357
675.256   0.00445051
675.266   0.00444747
675.276   0.00444444
675.286   0.00444141
675.296   0.0044384
675.306   0.0044354
675.316   0.00443241
675.326   0.00442943
675.336   0.00442646
675.346   0.0044235
675.356   0.00442055
675.366   0.00441761
675.376   0.00441468
675.386   0.00441176
675.396   0.00440886
675.406   0.00440596
675.416   0.00440307
675.426   0.0044002
675.436   0.00439733
675.446   0.00439447
675.456   0.00439163
675.466   0.00438879
675.476   0.00438597
675.486   0.00438316
675.496   0.00438035
675.506   0.00437756
675.516   0.00437477
675.526   0.004372
675.536   0.00436924
675.546   0.00436649
675.556   0.00436374
675.566   0.00436101
675.576   0.00435829
675.586   0.00435558
675.596   0.00435288
675.606   0.00435019
675.616   0.00434751
675.626   0.00434483
675.636   0.00434217
675.646   0.00433952
675.656   0.00433688
675.666   0.00433425
675.676   0.00433163
675.686   0.00432902
675.696   0.00432643
675.706   0.00432384
675.716   0.00432126
675.726   0.00431869
675.736   0.00431613
675.746   0.00431358
675.756   0.00431104
675.766   0.00430852
675.776   0.004306
675.786   0.00430349
675.796   0.00430099
675.806   0.0042985
675.816   0.00429603
675.826   0.00429356
675.836   0.0042911
675.846   0.00428865
675.856   0.00428622
675.866   0.00428379
675.876   0.00428137
675.886   0.00427896
675.896   0.00427657
675.906   0.00427418
675.916   0.0042718
675.926   0.00426944
675.936   0.00426708
675.946   0.00426473
675.956   0.0042624
675.966   0.00426007
675.976   0.00425775
675.986   0.00425545
675.996   0.00425315
676.006   0.00425086
676.016   0.00424859
676.026   0.00424632
676.036   0.00424407
676.046   0.00424182
676.056   0.00423958
676.066   0.00423736
676.076   0.00423514
676.086   0.00423293
676.096   0.00423074
676.106   0.00422855
676.116   0.00422637
676.126   0.00422421
676.136   0.00422205
676.146   0.00421991
676.156   0.00421777
676.166   0.00421564
676.176   0.00421353
676.186   0.00421142
676.196   0.00420932
676.206   0.00420724
676.216   0.00420516
676.226   0.00420309
676.236   0.00420104
676.246   0.00419899
676.256   0.00419695
676.266   0.00419493
676.276   0.00419291
676.286   0.0041909
676.296   0.00418891
676.306   0.00418692
676.316   0.00418494
676.326   0.00418298
676.336   0.00418102
676.346   0.00417907
676.356   0.00417714
676.366   0.00417521
676.376   0.00417329
676.386   0.00417138
676.396   0.00416949
676.406   0.0041676
676.416   0.00416572
676.426   0.00416386
676.436   0.004162
676.446   0.00416015
676.456   0.00415832
676.466   0.00415649
676.476   0.00415467
676.486   0.00415286
676.496   0.00415107
676.506   0.00414928
676.516   0.0041475
676.526   0.00414573
676.536   0.00414398
676.546   0.00414223
676.556   0.00414049
676.566   0.00413876
676.576   0.00413705
676.586   0.00413534
676.596   0.00413364
676.606   0.00413195
676.616   0.00413028
676.626   0.00412861
676.636   0.00412695
676.646   0.00412531
676.656   0.00412367
676.666   0.00412204
676.676   0.00412042
676.686   0.00411882
676.696   0.00411722
676.706   0.00411563
676.716   0.00411405
676.726   0.00411249
676.736   0.00411093
676.746   0.00410938
676.756   0.00410785
676.766   0.00410632
676.776   0.0041048
676.786   0.0041033
676.796   0.0041018
676.806   0.00410031
676.816   0.00409884
676.826   0.00409737
676.836   0.00409591
676.846   0.00409447
676.856   0.00409303
676.866   0.0040916
676.876   0.00409019
676.886   0.00408878
676.896   0.00408739
676.906   0.004086
676.916   0.00408462
676.926   0.00408326
676.936   0.0040819
676.946   0.00408056
676.956   0.00407922
676.966   0.0040779
676.976   0.00407658
676.986   0.00407528
676.996   0.00407399
677.006   0.0040727
677.016   0.00407143
677.026   0.00407016
677.036   0.00406891
677.046   0.00406767
677.056   0.00406643
677.066   0.00406521
677.076   0.004064
677.086   0.0040628
677.096   0.0040616
677.106   0.00406042
677.116   0.00405925
677.126   0.00405809
677.136   0.00405694
677.146   0.0040558
677.156   0.00405467
677.166   0.00405355
677.176   0.00405244
677.186   0.00405134
677.196   0.00405025
677.206   0.00404917
677.216   0.0040481
677.226   0.00404704
677.236   0.004046
677.246   0.00404496
677.256   0.00404393
677.266   0.00404292
677.276   0.00404191
677.286   0.00404091
677.296   0.00403993
677.306   0.00403895
677.316   0.00403799
677.326   0.00403704
677.336   0.00403609
677.346   0.00403516
677.356   0.00403424
677.366   0.00403333
677.376   0.00403242
677.386   0.00403153
677.396   0.00403065
677.406   0.00402978
677.416   0.00402892
677.426   0.00402808
677.436   0.00402724
677.446   0.00402641
677.456   0.00402559
677.466   0.00402479
677.476   0.00402399
677.486   0.00402321
677.496   0.00402243
677.506   0.00402167
677.516   0.00402092
677.526   0.00402017
677.536   0.00401944
677.546   0.00401872
677.556   0.00401801
677.566   0.00401731
677.576   0.00401663
677.586   0.00401595
677.596   0.00401528
677.606   0.00401462
677.616   0.00401398
677.626   0.00401335
677.636   0.00401272
677.646   0.00401211
677.656   0.00401151
677.666   0.00401092
677.676   0.00401034
677.686   0.00400977
677.696   0.00400921
677.706   0.00400866
677.716   0.00400813
677.726   0.0040076
677.736   0.00400709
677.746   0.00400659
677.756   0.00400609
677.766   0.00400561
677.776   0.00400514
677.786   0.00400469
677.796   0.00400424
677.806   0.0040038
677.816   0.00400338
677.826   0.00400296
677.836   0.00400256
677.846   0.00400217
677.856   0.00400179
677.866   0.00400142
677.876   0.00400106
677.886   0.00400071
677.896   0.00400038
677.906   0.00400005
677.916   0.00399974
677.926   0.00399944
677.936   0.00399915
677.946   0.00399887
677.956   0.0039986
677.966   0.00399835
677.976   0.0039981
677.986   0.00399787
677.996   0.00399765
678.006   0.00399744
678.016   0.00399724
678.026   0.00399705
678.036   0.00399688
678.046   0.00399672
678.056   0.00399656
678.066   0.00399642
678.076   0.0039963
678.086   0.00399618
678.096   0.00399607
678.106   0.00399598
678.116   0.0039959
678.126   0.00399583
678.136   0.00399577
678.146   0.00399572
678.156   0.00399569
678.166   0.00399567
678.176   0.00399565
678.186   0.00399566
678.196   0.00399567
678.206   0.00399569
678.216   0.00399573
678.226   0.00399578
678.236   0.00399584
678.246   0.00399591
678.256   0.003996
678.266   0.0039961
678.276   0.00399621
678.286   0.00399633
678.296   0.00399646
678.306   0.00399661
678.316   0.00399676
678.326   0.00399693
678.336   0.00399712
678.346   0.00399731
678.356   0.00399752
678.366   0.00399774
678.376   0.00399797
678.386   0.00399822
678.396   0.00399847
678.406   0.00399874
678.416   0.00399902
678.426   0.00399932
678.436   0.00399963
678.446   0.00399994
678.456   0.00400028
678.466   0.00400062
678.476   0.00400098
678.486   0.00400135
678.496   0.00400173
678.506   0.00400213
678.516   0.00400254
678.526   0.00400296
678.536   0.00400339
678.546   0.00400384
678.556   0.0040043
678.566   0.00400477
678.576   0.00400526
678.586   0.00400576
678.596   0.00400627
678.606   0.00400679
678.616   0.00400733
678.626   0.00400788
678.636   0.00400845
678.646   0.00400903
678.656   0.00400962
678.666   0.00401022
678.676   0.00401084
678.686   0.00401147
678.696   0.00401211
678.706   0.00401277
678.716   0.00401344
678.726   0.00401413
678.736   0.00401482
678.746   0.00401554
678.756   0.00401626
678.766   0.004017
678.776   0.00401775
678.786   0.00401852
678.796   0.0040193
678.806   0.00402009
678.816   0.0040209
678.826   0.00402172
678.836   0.00402256
678.846   0.00402341
678.856   0.00402427
678.866   0.00402515
678.876   0.00402604
678.886   0.00402694
678.896   0.00402786
678.906   0.00402879
678.916   0.00402974
678.926   0.0040307
678.936   0.00403168
678.946   0.00403267
678.956   0.00403368
678.966   0.00403469
678.976   0.00403573
678.986   0.00403678
678.996   0.00403784
679.006   0.00403892
679.016   0.00404001
679.026   0.00404111
679.036   0.00404223
679.046   0.00404337
679.056   0.00404452
679.066   0.00404569
679.076   0.00404687
679.086   0.00404806
679.096   0.00404927
679.106   0.0040505
679.116   0.00405174
679.126   0.00405299
679.136   0.00405426
679.146   0.00405555
679.156   0.00405685
679.166   0.00405817
679.176   0.0040595
679.186   0.00406084
679.196   0.00406221
679.206   0.00406358
679.216   0.00406498
679.226   0.00406639
679.236   0.00406781
679.246   0.00406925
679.256   0.00407071
679.266   0.00407218
679.276   0.00407367
679.286   0.00407517
679.296   0.00407669
679.306   0.00407822
679.316   0.00407977
679.326   0.00408134
679.336   0.00408292
679.346   0.00408452
679.356   0.00408614
679.366   0.00408777
679.376   0.00408942
679.386   0.00409109
679.396   0.00409277
679.406   0.00409446
679.416   0.00409618
679.426   0.00409791
679.436   0.00409966
679.446   0.00410142
679.456   0.0041032
679.466   0.004105
679.476   0.00410682
679.486   0.00410865
679.496   0.0041105
679.506   0.00411236
679.516   0.00411425
679.526   0.00411615
679.536   0.00411806
679.546   0.00412
679.556   0.00412195
679.566   0.00412392
679.576   0.00412591
679.586   0.00412791
679.596   0.00412994
679.606   0.00413198
679.616   0.00413403
679.626   0.00413611
679.636   0.0041382
679.646   0.00414031
679.656   0.00414244
679.666   0.00414459
679.676   0.00414676
679.686   0.00414894
679.696   0.00415114
679.706   0.00415336
679.716   0.0041556
679.726   0.00415786
679.736   0.00416014
679.746   0.00416243
679.756   0.00416474
679.766   0.00416708
679.776   0.00416943
679.786   0.0041718
679.796   0.00417419
679.806   0.00417659
679.816   0.00417902
679.826   0.00418147
679.836   0.00418393
679.846   0.00418642
679.856   0.00418892
679.866   0.00419145
679.876   0.00419399
679.886   0.00419655
679.896   0.00419914
679.906   0.00420174
679.916   0.00420436
679.926   0.004207
679.936   0.00420967
679.946   0.00421235
679.956   0.00421505
679.966   0.00421777
679.976   0.00422052
679.986   0.00422328
679.996   0.00422606
680.006   0.00422887
680.016   0.00423169
680.026   0.00423454
680.036   0.00423741
680.046   0.0042403
680.056   0.00424321
680.066   0.00424614
680.076   0.00424909
680.086   0.00425206
680.096   0.00425505
680.106   0.00425807
680.116   0.00426111
680.126   0.00426416
680.136   0.00426725
680.146   0.00427035
680.156   0.00427347
680.166   0.00427662
680.176   0.00427979
680.186   0.00428298
680.196   0.00428619
680.206   0.00428942
680.216   0.00429268
680.226   0.00429596
680.236   0.00429926
680.246   0.00430259
680.256   0.00430594
680.266   0.00430931
680.276   0.0043127
680.286   0.00431612
680.296   0.00431956
680.306   0.00432303
680.316   0.00432651
680.326   0.00433002
680.336   0.00433356
680.346   0.00433712
680.356   0.0043407
680.366   0.00434431
680.376   0.00434794
680.386   0.00435159
680.396   0.00435527
680.406   0.00435897
680.416   0.0043627
680.426   0.00436645
680.436   0.00437023
680.446   0.00437403
680.456   0.00437786
680.466   0.00438171
680.476   0.00438559
680.486   0.00438949
680.496   0.00439342
680.506   0.00439737
680.516   0.00440135
680.526   0.00440535
680.536   0.00440938
680.546   0.00441344
680.556   0.00441752
680.566   0.00442163
680.576   0.00442577
680.586   0.00442993
680.596   0.00443412
680.606   0.00443833
680.616   0.00444257
680.626   0.00444684
680.636   0.00445114
680.646   0.00445546
680.656   0.00445981
680.666   0.00446419
680.676   0.0044686
680.686   0.00447303
680.696   0.00447749
680.706   0.00448198
680.716   0.0044865
680.726   0.00449104
680.736   0.00449562
680.746   0.00450022
680.756   0.00450485
680.766   0.00450951
680.776   0.0045142
680.786   0.00451892
680.796   0.00452367
680.806   0.00452845
680.816   0.00453325
680.826   0.00453809
680.836   0.00454295
680.846   0.00454785
680.856   0.00455278
680.866   0.00455773
680.876   0.00456272
680.886   0.00456774
680.896   0.00457279
680.906   0.00457787
680.916   0.00458298
680.926   0.00458812
680.936   0.00459329
680.946   0.00459849
680.956   0.00460373
680.966   0.004609
680.976   0.0046143
680.986   0.00461963
680.996   0.00462499
681.006   0.00463039
681.016   0.00463582
681.026   0.00464128
681.036   0.00464678
681.046   0.00465231
681.056   0.00465787
681.066   0.00466346
681.076   0.00466909
681.086   0.00467476
681.096   0.00468045
681.106   0.00468618
681.116   0.00469195
681.126   0.00469775
681.136   0.00470358
681.146   0.00470945
